Date,Total_Cases,Total_Deaths,Total_Hospitalizations,Cases_Ages_0to17,Cases_Ages_18to29,Cases_Ages_30to39,Cases_Ages_40to49,Cases_Ages_50to59,Cases_Ages_60to69,Cases_Ages_70to79,Cases_Age_80andAbove,Cases_Ages_Unknown,Cases_Female,Cases_Male,Cases_Unknown_Gender,Cases_Latinx,Cases_Asian_NonLatinx,Cases_Black_NonLatinx,Cases_White_NonLatinx,Cases_OtherRace_NonLatinx,Cases_UnknownRace_Ethnicity,Deaths_Ages_0to17,Deaths_Ages_18to29,Deaths_Ages_30to39,Deaths_Ages_40to49,Deaths_Ages_50to59,Deaths_Ages_60to69,Deaths_Ages_70to79,Deaths_Ages_80+,Deaths_Ages_Unknown,Deaths_Female,Deaths_Male,Deaths_Unknown_Gender,Deaths_Latinx,Deaths_Asian_NonLatinx,Deaths_Black_NonLatinx,Deaths_White_NonLatinx,Deaths_OtherRace_NonLatinx,Deaths_UnknownRace_Ethnicity,Hospitalizations_Ages_0to17,Hospitalizations_Ages_18to29,Hospitalizations_Ages_30to39,Hospitalizations_Ages_40to49,Hospitalizations_Ages_50to59,Hospitalizations_Ages_60to69,Hospitalizations_Ages_70to79,Hospitalizations_Ages_80+,Hospitalizations_Ages_Unknown,Hospitalizations_Female,Hospitalizations_Male,Hospitalizations_Unknown_Gender,Hospitalizations_Latinx,Hospitalizations_Asian_NonLatinx,Hospitalizations_Black_NonLatinx,Hospitalizations_White_NonLatinx,Hospitalizations_Other_Race NonLatinx,Hospitalizations_UnknownRace_Ethnicity
1/2/2022,4193,19,214,944,955,801,601,467,248,112,64,1,2289,1865,39,865,194,776,1151,391,816,1,1,0,1,1,6,5,4,0,10,9,0,4,0,9,5,0,1,10,18,27,15,32,45,34,33,0,105,109,0,47,5,103,47,11,1
4/16/2021,656,6,60,109,188,126,94,67,47,13,12,0,377,279,0,178,24,230,139,15,70,0,0,0,0,2,2,0,2,0,2,4,0,1,0,3,1,1,0,0,8,6,7,13,15,7,4,0,37,23,0,11,0,37,8,3,1
8/29/2020,234,4,25,24,73,37,41,25,22,12,0,0,128,106,0,111,6,28,64,6,19,0,0,0,0,1,1,1,1,0,2,2,0,1,1,0,2,0,0,2,2,4,2,3,5,7,0,0,11,14,0,12,0,8,5,0,0
10/4/2021,430,3,23,105,84,80,53,48,33,22,5,0,214,215,1,76,19,125,138,23,49,0,0,0,0,0,2,1,0,0,1,2,0,1,0,0,2,0,0,0,4,5,2,4,3,2,3,0,14,9,0,6,0,8,6,3,0
1/1/2021,266,20,74,28,60,49,37,34,19,21,18,0,132,132,2,70,11,53,94,13,25,0,0,1,1,0,6,4,8,0,8,12,0,6,1,6,6,1,0,0,4,10,6,17,8,13,16,0,36,38,0,24,2,29,17,1,1
3/15/2022,257,0,14,62,66,52,30,25,10,6,6,0,149,107,1,41,16,31,101,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,1,4,0,11,3,0,5,0,4,4,0,1
5/20/2021,248,4,40,49,47,54,35,27,22,13,1,0,132,116,0,57,6,120,34,5,26,0,0,0,0,0,0,1,3,0,3,1,0,0,1,3,0,0,0,1,3,9,4,5,12,4,2,0,18,22,0,5,0,32,3,0,0
1/18/2021,715,14,67,85,143,163,107,80,82,33,22,0,392,323,0,226,40,147,180,36,86,0,0,0,1,2,6,2,3,0,3,11,0,5,0,6,3,0,0,2,5,4,3,8,24,10,11,0,29,38,0,17,1,30,16,1,2
1/23/2022,676,23,63,166,118,136,101,73,44,24,14,0,338,334,4,143,43,95,213,49,133,0,1,0,1,2,4,8,7,0,11,12,0,3,1,17,2,0,0,3,5,5,6,8,13,13,10,0,44,19,0,14,2,31,13,1,2
2/19/2022,126,4,9,16,26,20,22,17,9,10,6,0,62,61,3,22,14,30,38,4,18,0,0,0,2,0,1,0,1,0,2,2,0,0,0,2,2,0,0,0,1,1,0,3,0,2,2,0,5,4,0,1,0,2,6,0,0
9/17/2020,392,0,25,38,122,89,53,40,30,11,9,0,189,202,1,156,13,53,131,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,6,6,1,2,0,9,16,0,8,1,5,9,1,1
6/26/2021,20,0,4,3,4,8,3,0,2,0,0,0,11,9,0,6,2,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,1,0,2,0,2,0,0,0
6/6/2021,58,7,15,10,19,8,7,5,5,3,1,0,32,26,0,12,0,28,10,2,6,0,0,0,2,1,2,2,0,0,5,2,0,3,1,3,0,0,0,0,3,2,2,5,0,3,0,0,11,4,0,3,0,10,2,0,0
4/23/2020,1467,36,167,32,193,206,223,240,245,161,167,0,781,684,2,544,23,499,201,63,137,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,14,22,26,39,31,28,0,79,88,0,61,6,58,32,8,2
7/31/2020,392,2,24,46,112,82,64,42,31,8,7,0,208,181,3,193,6,78,81,10,24,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,4,5,1,2,7,3,1,0,13,11,0,8,1,12,3,0,0
8/21/2021,373,1,48,48,91,88,67,43,24,9,3,0,193,180,0,97,11,101,100,21,43,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,6,12,4,9,8,4,3,0,22,26,0,8,0,27,9,2,2
3/8/2021,327,5,23,53,103,61,35,32,31,8,4,0,165,162,0,106,24,68,82,22,25,0,0,0,0,2,1,2,0,0,2,3,0,3,0,2,0,0,0,0,2,2,1,4,8,3,3,0,14,9,0,5,0,11,5,2,0
4/5/2021,947,6,50,179,235,212,151,96,46,20,8,0,500,447,0,244,38,280,266,34,85,0,0,0,0,2,2,0,2,0,3,3,0,1,0,4,1,0,0,2,4,8,5,11,6,10,4,0,25,25,0,13,1,31,3,1,1
12/20/2021,5715,13,137,821,1667,1417,816,522,283,128,59,2,3036,2623,56,747,180,1515,1663,486,1124,0,0,0,0,2,4,5,2,0,5,8,0,2,1,5,5,0,0,2,12,11,10,38,30,21,13,0,61,76,0,31,3,70,25,5,3
11/11/2021,526,4,28,115,119,114,59,51,31,18,19,0,278,245,3,73,20,101,175,42,115,0,0,0,0,1,1,1,1,0,3,1,0,2,0,1,1,0,0,1,3,2,2,7,5,2,6,0,13,15,0,10,1,13,4,0,0
11/30/2021,1180,2,53,274,256,233,151,136,74,35,21,0,580,596,4,203,29,274,354,114,206,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,2,3,7,9,7,10,8,7,0,25,28,0,7,0,24,16,4,2
1/25/2021,857,11,66,102,198,172,130,106,97,32,20,0,457,399,1,321,32,169,211,30,94,0,0,1,1,0,2,2,5,0,1,10,0,5,0,1,4,1,0,2,3,4,3,14,17,13,10,0,33,33,0,14,1,28,19,3,1
7/17/2020,325,3,26,35,102,66,48,35,21,13,5,0,167,156,2,136,7,81,66,12,23,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,5,2,9,3,2,3,2,0,11,15,0,5,0,14,6,0,1
12/16/2020,1385,25,83,175,324,252,219,204,109,55,47,0,687,692,6,525,48,303,318,54,137,0,0,2,1,0,6,7,9,0,13,12,0,4,1,10,10,0,0,2,6,3,9,19,16,15,13,0,43,40,0,26,2,35,17,2,1
6/30/2020,265,3,26,25,92,59,39,24,15,5,6,0,135,129,1,113,3,56,62,4,27,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,1,0,0,2,4,3,3,3,5,2,4,0,13,13,0,11,1,9,5,0,0
8/10/2021,534,4,41,66,157,140,74,41,27,18,11,0,291,241,2,128,23,107,177,25,74,0,0,0,0,1,1,1,1,0,0,4,0,0,0,4,0,0,0,2,1,4,8,10,5,8,3,0,25,16,0,5,2,24,8,2,0
10/24/2021,204,4,7,49,41,54,23,16,12,6,3,0,110,94,0,43,10,37,73,19,22,0,0,0,0,1,3,0,0,0,2,2,0,0,1,2,1,0,0,0,1,0,1,2,0,2,1,0,3,4,0,1,0,5,1,0,0
4/28/2020,1323,56,174,68,247,232,253,247,156,68,52,0,635,688,0,691,17,279,135,63,138,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,21,40,28,29,26,0,73,101,0,70,6,61,30,7,0
8/1/2020,141,5,22,7,45,27,17,25,11,6,3,0,69,72,0,54,0,34,33,6,14,0,0,0,0,1,0,2,2,0,3,2,0,2,0,2,1,0,0,0,3,2,6,5,0,4,2,0,11,11,0,10,0,10,2,0,0
4/21/2021,655,8,71,110,161,134,105,62,44,19,20,0,346,309,0,166,32,236,149,15,57,0,1,0,1,1,2,2,1,0,3,5,0,2,0,3,2,1,0,2,8,7,9,14,16,5,10,0,40,31,0,11,5,45,9,1,0
3/3/2022,162,1,14,34,24,35,25,16,14,9,5,0,84,76,2,21,17,30,57,9,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,3,3,4,0,8,6,0,0,2,5,5,0,2
5/20/2020,772,29,94,58,210,133,138,107,72,36,18,0,406,362,4,391,6,178,83,21,93,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,8,4,8,14,22,20,15,0,48,46,0,36,1,41,11,2,3
6/30/2021,51,0,6,11,12,10,9,3,3,3,0,0,20,31,0,14,2,12,15,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,5,0,1,0,4,0,0,1
3/20/2020,155,0,52,2,23,22,32,30,27,15,4,0,72,83,0,21,6,77,42,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,16,11,1,0,19,33,0,8,1,35,7,1,0
3/17/2022,174,0,15,31,35,40,23,18,13,9,5,0,88,82,4,27,12,18,80,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,2,3,1,0,10,5,0,2,0,4,8,1,0
12/13/2021,2178,12,96,450,544,482,314,217,120,39,12,0,1113,1046,19,321,71,588,646,157,395,0,0,1,0,0,3,4,4,0,6,6,0,1,0,10,1,0,0,3,6,11,12,13,25,14,12,0,42,54,0,26,2,41,23,2,2
5/14/2020,778,45,131,49,167,150,133,110,95,43,31,0,399,371,8,376,15,181,92,24,90,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,7,9,16,18,39,26,14,0,55,76,0,49,4,49,18,7,4
10/31/2021,240,1,23,52,37,58,40,19,22,9,3,0,126,114,0,35,8,57,97,21,22,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4,0,4,8,3,3,0,14,9,0,2,2,15,4,0,0
10/28/2021,400,6,26,93,77,91,55,45,27,6,6,0,211,189,0,63,18,88,149,30,52,0,0,0,1,0,3,1,1,0,2,4,0,4,0,1,1,0,0,0,0,5,4,3,8,3,3,0,13,13,0,6,1,7,8,1,3
5/9/2021,167,9,50,28,28,37,22,20,15,10,7,0,87,80,0,52,2,71,26,5,11,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,4,10,12,4,9,5,6,0,23,27,0,14,0,28,4,3,1
8/14/2021,406,6,46,78,102,100,49,33,29,12,3,0,216,190,0,100,15,101,126,11,53,0,0,1,0,1,4,0,0,0,2,4,0,0,0,5,1,0,0,1,5,6,4,16,6,7,1,0,24,22,0,13,1,19,11,2,0
5/27/2020,614,26,65,70,124,101,116,83,66,32,22,0,317,288,9,332,13,122,56,17,74,0,0,2,1,1,7,7,8,0,10,16,0,10,1,10,5,0,0,0,4,6,11,12,12,12,8,0,29,36,0,25,1,20,16,2,1
3/3/2021,336,5,24,46,90,72,56,29,25,14,4,0,160,176,0,86,21,76,105,27,21,0,0,0,0,0,1,1,3,0,3,2,0,0,1,3,1,0,0,1,2,1,1,4,8,5,2,0,15,9,0,2,0,13,9,0,0
3/16/2021,451,3,29,85,131,100,51,41,23,18,2,0,253,198,0,117,16,116,156,25,21,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,0,0,0,0,4,1,3,10,6,3,2,0,14,15,0,4,0,20,5,0,0
1/13/2021,1112,18,64,147,275,224,147,143,95,48,33,0,551,560,1,357,48,258,289,47,113,0,0,0,0,1,7,2,8,0,8,10,0,5,2,9,2,0,0,2,4,1,10,9,13,15,10,0,28,36,0,19,2,27,14,1,1
6/11/2021,39,2,14,6,12,6,6,2,3,3,1,0,18,21,0,14,2,11,8,0,4,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,3,1,1,6,1,1,0,7,7,0,3,0,9,1,0,1
12/17/2020,1348,24,90,169,327,255,197,183,123,50,43,1,708,636,4,597,54,230,270,55,142,0,0,1,1,3,6,2,11,0,9,15,0,9,0,8,7,0,0,1,5,10,5,13,23,13,19,1,43,46,1,28,4,37,15,2,4
11/28/2021,494,3,61,74,104,109,85,54,39,15,14,0,249,241,4,72,15,107,177,38,85,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,2,0,0,3,3,6,7,14,16,4,8,0,26,35,0,15,3,28,14,0,1
9/10/2021,516,5,27,107,147,81,71,48,34,19,9,0,265,247,4,100,22,148,153,30,63,0,0,0,0,2,1,1,1,0,2,3,0,1,1,2,1,0,0,0,6,1,3,4,5,2,6,0,12,15,0,7,0,13,6,0,1
9/4/2021,344,5,34,69,71,73,52,35,34,7,3,0,186,157,1,58,13,108,95,18,52,0,0,1,0,0,1,2,1,0,0,5,0,2,0,2,1,0,0,0,4,5,3,10,8,2,2,0,26,8,0,8,0,18,7,1,0
5/7/2020,940,49,140,58,179,195,172,147,116,40,33,0,485,450,5,517,19,151,109,28,116,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,9,1,1,2,5,18,20,20,34,23,18,0,55,85,0,67,3,41,22,6,1
7/5/2020,89,3,16,6,29,19,14,11,8,2,0,0,54,35,0,26,0,25,23,7,8,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,2,1,4,3,2,1,3,0,5,11,0,6,1,6,3,0,0
3/11/2022,130,1,14,27,24,27,14,16,13,4,5,0,58,71,1,13,12,23,45,8,29,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,1,3,3,1,3,0,5,9,0,2,1,7,4,0,0
4/1/2020,461,24,181,3,57,68,87,85,91,41,29,0,245,216,0,104,25,237,65,15,15,0,0,1,1,1,7,6,8,0,12,12,0,3,1,20,0,0,0,1,4,13,26,39,42,31,25,0,77,104,0,38,5,102,25,8,3
11/10/2021,592,2,31,164,133,118,70,39,39,15,14,0,304,286,2,90,14,147,164,51,126,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,1,2,3,4,8,7,5,0,16,15,0,4,0,15,11,0,1
1/1/2022,1879,21,193,347,370,358,279,233,149,84,57,2,996,868,15,436,76,503,404,119,341,0,0,0,1,3,6,6,5,0,10,11,0,4,1,12,4,0,0,13,20,23,18,29,23,37,30,0,102,90,1,53,5,104,23,3,5
12/1/2021,1219,6,63,294,296,222,172,96,73,43,23,0,654,557,8,207,35,281,331,145,220,0,0,1,0,1,3,1,0,0,2,4,0,0,0,3,3,0,0,2,9,2,2,11,10,16,11,0,35,28,0,12,0,27,18,6,0
11/12/2020,2927,18,114,329,741,571,495,383,255,114,39,0,1496,1423,8,1124,70,500,739,133,361,0,0,0,0,2,6,3,7,0,10,8,0,5,1,6,6,0,0,4,5,8,12,19,32,21,13,0,64,50,0,28,4,41,29,7,5
10/8/2021,311,7,24,55,78,60,42,33,25,14,4,0,159,152,0,48,12,82,118,17,34,0,0,1,1,2,1,1,1,0,2,5,0,0,0,5,2,0,0,3,1,3,4,5,1,4,3,0,13,11,0,6,0,5,10,3,0
5/19/2020,888,27,98,78,211,170,148,129,85,39,28,0,450,433,5,481,15,164,90,32,106,0,1,1,3,6,5,6,5,0,8,19,0,11,2,11,3,0,0,5,4,13,15,19,17,14,11,0,51,47,0,45,2,33,13,3,2
7/30/2021,356,2,17,52,112,68,49,48,15,9,3,0,164,192,0,74,8,94,124,4,52,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,3,1,1,4,4,1,3,0,6,11,0,3,1,8,5,0,0
3/25/2020,367,5,124,2,51,71,72,82,33,36,20,0,169,198,0,51,10,191,89,18,8,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,24,16,28,17,0,54,70,0,13,2,91,15,3,0
3/2/2022,149,3,10,43,33,26,22,13,5,3,4,0,78,70,1,21,7,15,60,13,33,0,0,0,0,0,0,0,3,0,1,2,0,1,0,1,1,0,0,0,2,0,0,0,2,4,2,0,4,6,0,2,0,2,6,0,0
4/29/2021,531,7,48,111,117,109,71,64,34,13,12,0,266,265,0,138,19,196,110,12,56,0,0,1,0,1,1,1,3,0,5,2,0,2,0,2,3,0,0,2,4,3,6,10,9,9,5,0,25,23,0,11,1,30,3,3,0
6/4/2021,75,6,17,18,18,8,10,7,9,3,2,0,37,38,0,21,1,33,11,2,7,0,0,0,1,1,0,2,2,0,4,2,0,1,0,4,1,0,0,1,1,0,1,4,8,2,0,0,5,12,0,3,0,11,1,1,1
5/28/2020,523,22,70,41,111,90,98,69,61,27,26,0,263,255,5,244,10,132,67,10,60,0,0,0,1,5,1,4,11,0,11,11,0,10,0,7,5,0,0,4,2,10,7,9,15,8,15,0,34,36,0,31,2,23,12,0,2
1/27/2022,1047,14,71,292,205,194,120,81,87,42,25,1,540,498,9,266,58,156,295,67,205,0,0,0,0,0,2,5,7,0,8,6,0,3,0,7,4,0,0,3,3,4,6,7,20,11,17,0,35,36,0,17,2,29,21,1,1
10/31/2020,1067,10,82,136,272,223,169,130,86,39,12,0,543,524,0,386,38,165,295,48,135,0,0,1,0,2,1,5,1,0,2,8,0,4,1,2,3,0,0,2,6,4,14,13,21,15,7,0,38,44,0,24,3,32,19,2,2
11/15/2020,834,13,124,86,191,161,138,110,84,35,28,1,443,391,0,252,30,162,268,41,81,0,0,0,0,0,5,4,4,0,7,6,0,7,1,4,1,0,0,4,8,8,17,13,25,26,23,0,70,54,0,44,2,52,19,5,2
5/10/2021,399,6,43,103,66,72,67,50,29,7,5,0,217,182,0,83,20,182,69,11,34,1,0,0,1,0,0,2,2,0,4,2,0,0,0,5,1,0,0,0,4,5,9,11,7,5,2,0,24,19,0,5,0,29,6,2,1
12/25/2021,1440,20,173,239,333,286,197,165,106,78,36,0,740,677,23,260,56,534,311,112,167,0,0,0,2,1,7,6,4,0,10,10,0,6,0,8,5,1,0,9,22,21,16,27,32,29,17,0,87,85,1,24,3,103,35,7,1
10/23/2021,222,2,19,37,40,58,24,27,21,7,8,0,110,112,0,41,7,60,83,14,17,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,4,4,3,3,0,9,10,0,4,0,6,7,1,1
2/16/2022,368,3,18,98,86,62,48,28,24,12,9,1,186,178,4,74,30,47,114,28,75,0,0,0,0,0,1,2,0,0,1,2,0,0,0,3,0,0,0,1,0,0,5,3,2,4,3,0,10,8,0,6,2,8,2,0,0
4/13/2020,694,32,153,10,99,115,127,160,91,53,39,0,354,340,0,265,28,231,103,28,39,0,0,1,5,3,7,7,9,0,14,18,0,11,2,17,2,0,0,1,5,11,11,41,28,27,29,0,65,88,0,37,6,70,30,10,0
5/27/2021,122,6,19,19,32,22,15,10,15,6,3,0,65,57,0,38,0,54,17,3,10,0,0,0,0,0,2,2,2,0,4,2,0,0,0,4,2,0,0,0,0,3,4,2,5,2,3,0,12,7,0,5,0,10,2,2,0
3/31/2021,719,4,46,85,226,161,89,92,33,19,14,0,363,355,1,148,39,163,280,24,65,0,0,0,0,1,1,0,2,0,1,3,0,1,0,2,1,0,0,2,3,3,10,12,9,4,3,0,25,21,0,12,1,24,8,1,0
8/19/2021,547,5,32,83,134,157,84,39,26,17,7,0,289,257,1,104,17,124,166,20,116,0,0,0,0,0,0,1,4,0,4,1,0,0,1,3,1,0,0,0,2,8,3,9,2,7,1,0,20,12,0,5,1,18,6,2,0
9/11/2021,322,6,32,66,71,71,48,29,16,15,6,0,183,138,1,81,10,72,93,22,44,0,0,0,0,1,1,1,3,0,2,4,0,2,0,3,1,0,0,0,4,5,9,3,6,2,3,0,14,18,0,8,0,17,6,0,1
12/29/2020,1712,21,65,217,389,355,259,222,150,72,48,0,924,787,1,715,56,307,399,75,160,0,0,0,1,2,5,7,6,0,8,13,0,6,0,9,6,0,0,3,2,5,8,7,18,11,11,0,37,28,0,19,3,23,16,2,2
7/28/2020,332,3,17,36,87,75,66,33,19,9,7,0,185,145,2,159,11,77,50,8,27,0,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,0,0,1,2,7,3,1,1,1,1,0,12,5,0,8,0,7,2,0,0
10/11/2020,301,4,30,22,94,59,43,37,30,9,7,0,126,174,1,97,7,57,116,9,15,0,0,0,0,1,1,0,2,0,0,4,0,2,0,1,1,0,0,0,2,3,7,4,6,4,4,0,13,17,0,9,1,7,10,1,2
2/28/2021,149,3,19,16,34,34,22,17,19,5,2,0,68,80,1,32,14,31,52,4,16,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2,0,0,0,0,1,4,0,0,10,1,3,0,11,8,0,3,1,9,5,0,1
3/26/2022,193,0,,26,51,47,29,19,11,6,4,0,95,87,11,35,17,10,83,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1/23/2021,588,9,55,71,120,135,86,80,53,30,13,0,304,284,0,213,30,109,152,29,55,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,2,6,2,2,15,18,10,0,31,24,0,17,2,26,7,2,1
5/22/2021,130,5,36,27,37,15,13,19,10,8,1,0,68,62,0,35,1,55,22,6,11,0,0,1,0,0,2,2,0,0,3,2,0,2,1,2,0,0,0,1,4,4,10,7,5,4,1,0,19,17,0,7,0,21,6,1,1
5/31/2021,45,2,18,4,8,10,8,4,5,2,4,0,23,22,0,11,1,18,9,3,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,3,4,3,3,2,0,12,6,0,1,0,13,3,0,1
3/4/2021,288,8,27,42,82,60,39,24,23,11,7,0,148,140,0,82,24,55,91,14,22,0,0,1,1,1,2,0,3,0,5,3,0,4,0,0,4,0,0,0,1,3,3,5,5,6,4,0,16,11,0,4,1,14,8,0,0
5/26/2020,750,23,77,61,159,127,137,128,76,40,22,0,393,352,5,407,19,138,72,33,81,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,8,27,13,9,8,0,42,35,0,29,1,30,13,1,3
12/11/2021,883,11,76,167,218,178,132,82,63,33,10,0,467,412,4,124,32,212,260,83,172,0,0,0,5,2,1,2,1,0,3,8,0,4,0,3,4,0,0,4,9,7,12,10,14,10,10,0,32,44,0,19,1,33,20,2,1
5/13/2020,877,45,124,56,189,165,164,135,96,40,32,0,450,421,6,489,23,154,96,23,92,0,0,2,3,4,13,10,13,0,17,28,0,18,5,15,6,1,0,2,5,8,17,24,33,22,13,0,64,60,0,53,2,53,11,2,3
4/27/2021,565,5,57,101,143,113,79,63,41,14,11,0,288,277,0,157,18,236,96,15,43,0,0,0,1,1,1,1,1,0,2,3,0,2,0,3,0,0,0,1,5,8,6,13,12,5,7,0,32,25,0,9,1,36,11,0,0
1/7/2021,1384,17,89,167,367,277,188,157,148,50,30,0,679,694,11,499,63,227,428,37,130,0,0,1,0,4,3,6,3,0,6,11,0,7,1,7,2,0,0,0,5,10,8,17,18,15,16,0,41,48,0,24,4,34,23,3,1
6/22/2020,218,9,32,23,60,34,38,26,19,15,3,0,113,105,0,111,3,47,33,5,19,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,6,3,6,5,4,3,0,15,17,0,15,0,14,3,0,0
4/24/2021,412,10,46,75,84,96,62,49,29,12,5,0,229,183,0,117,16,142,84,13,40,0,0,0,0,2,4,2,2,0,4,6,0,4,0,2,4,0,0,1,4,7,13,6,7,2,6,0,29,17,0,9,0,26,8,1,2
8/5/2020,378,4,20,44,114,83,54,33,32,14,4,0,184,192,2,180,4,87,77,12,18,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,2,0,2,4,5,3,4,0,11,9,0,5,0,10,4,0,1
6/18/2021,35,2,11,2,10,6,6,6,2,1,2,0,19,16,0,6,2,17,9,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,1,1,2,5,1,0,1,0,4,7,0,4,1,4,2,0,0
10/22/2021,306,5,17,65,51,79,35,37,23,10,6,0,153,151,2,63,11,62,99,27,44,0,0,0,0,2,0,2,1,0,3,2,0,2,0,1,2,0,0,1,1,4,0,4,2,4,1,0,10,7,0,4,0,8,3,2,0
10/19/2020,1164,3,51,151,273,250,162,169,96,43,20,0,596,567,1,469,34,213,298,38,112,0,0,0,0,0,2,1,0,0,1,2,0,1,0,1,1,0,0,2,2,1,7,14,8,10,7,0,26,25,0,13,1,17,17,1,2
5/10/2020,306,38,99,17,59,52,64,42,41,14,17,0,137,169,0,139,8,69,44,13,33,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,10,29,15,11,0,37,62,0,42,4,34,12,5,2
1/10/2021,496,18,63,62,122,93,77,64,40,23,15,0,259,233,4,127,25,94,180,22,48,0,0,1,0,1,2,7,7,0,6,12,0,5,1,4,8,0,0,0,7,2,13,6,15,9,11,0,36,27,0,22,3,23,12,3,0
3/28/2022,178,0,,42,41,34,17,22,11,9,2,0,95,80,3,26,12,19,87,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1/6/2022,5799,36,253,982,1239,1114,804,725,497,249,185,4,3089,2673,37,1345,263,1097,1336,392,1366,0,1,0,2,8,5,8,12,0,21,15,0,7,2,18,9,0,0,9,25,17,25,37,46,40,54,0,139,114,0,57,8,122,60,3,3
10/1/2020,364,4,25,50,123,69,41,49,15,15,2,0,176,187,1,161,8,35,108,19,33,0,0,0,0,2,1,1,0,0,1,3,0,2,1,1,0,0,0,1,3,4,2,3,6,4,2,0,13,12,0,10,2,9,1,0,3
11/16/2020,2559,26,153,317,600,485,457,340,203,96,61,0,1329,1222,8,1060,76,447,592,100,284,0,0,1,1,4,5,8,7,0,9,17,0,15,2,5,4,0,0,0,15,8,17,19,32,33,29,0,72,81,0,48,8,64,28,5,0
4/3/2021,470,9,47,61,130,113,69,51,28,12,6,0,235,235,0,109,24,111,173,15,38,0,0,0,1,2,1,2,3,0,3,6,0,4,1,3,1,0,0,0,3,5,7,6,8,13,5,0,20,27,0,7,0,22,16,1,1
7/4/2021,18,1,5,6,2,6,1,0,0,2,1,0,10,8,0,3,2,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,0,3,2,0,0,0,2,2,1,0
5/13/2021,315,8,44,64,69,49,56,38,31,5,3,0,178,136,1,69,6,148,45,4,43,0,0,0,0,1,5,1,1,0,6,2,0,0,0,5,3,0,0,3,7,4,5,8,12,5,0,0,19,25,0,6,1,33,2,0,2
9/26/2021,204,9,23,40,45,49,24,15,10,15,6,0,104,100,0,35,6,54,80,13,16,0,0,0,2,1,2,2,2,0,4,5,0,2,1,5,1,0,0,0,4,1,2,5,4,3,4,0,12,11,0,3,0,15,5,0,0
6/10/2020,233,12,29,10,57,46,31,36,26,18,9,0,129,101,3,114,5,52,34,4,24,0,0,1,2,2,1,4,2,0,5,7,0,5,1,6,0,0,0,0,1,3,2,8,3,6,6,0,17,12,0,6,1,16,5,1,0
