Date,Total_Cases,Total_Deaths,Total_Hospitalizations,Cases_Ages_0to17,Cases_Ages_18to29,Cases_Ages_30to39,Cases_Ages_40to49,Cases_Ages_50to59,Cases_Ages_60to69,Cases_Ages_70to79,Cases_Age_80andAbove,Cases_Ages_Unknown,Cases_Female,Cases_Male,Cases_Unknown_Gender,Cases_Latinx,Cases_Asian_NonLatinx,Cases_Black_NonLatinx,Cases_White_NonLatinx,Cases_OtherRace_NonLatinx,Cases_UnknownRace_Ethnicity,Deaths_Ages_0to17,Deaths_Ages_18to29,Deaths_Ages_30to39,Deaths_Ages_40to49,Deaths_Ages_50to59,Deaths_Ages_60to69,Deaths_Ages_70to79,Deaths_Ages_80+,Deaths_Ages_Unknown,Deaths_Female,Deaths_Male,Deaths_Unknown_Gender,Deaths_Latinx,Deaths_Asian_NonLatinx,Deaths_Black_NonLatinx,Deaths_White_NonLatinx,Deaths_OtherRace_NonLatinx,Deaths_UnknownRace_Ethnicity,Hospitalizations_Ages_0to17,Hospitalizations_Ages_18to29,Hospitalizations_Ages_30to39,Hospitalizations_Ages_40to49,Hospitalizations_Ages_50to59,Hospitalizations_Ages_60to69,Hospitalizations_Ages_70to79,Hospitalizations_Ages_80+,Hospitalizations_Ages_Unknown,Hospitalizations_Female,Hospitalizations_Male,Hospitalizations_Unknown_Gender,Hospitalizations_Latinx,Hospitalizations_Asian_NonLatinx,Hospitalizations_Black_NonLatinx,Hospitalizations_White_NonLatinx,Hospitalizations_Other_Race NonLatinx,Hospitalizations_UnknownRace_Ethnicity
7/18/2021,92,0,7,12,27,20,12,8,7,4,2,0,51,41,0,16,2,24,34,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,5,2,0,1,0,4,1,0,1
8/7/2021,318,2,29,46,79,81,42,35,21,10,4,0,163,155,0,75,21,75,103,11,33,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,3,2,6,4,5,2,6,0,15,14,0,5,0,14,10,0,0
2/3/2021,574,7,39,83,144,100,76,63,65,27,16,0,293,281,0,206,18,133,153,16,48,0,0,0,1,0,2,2,2,0,2,5,0,3,0,3,1,0,0,0,3,2,5,6,10,8,5,0,19,20,0,17,0,15,4,1,2
7/6/2021,75,2,7,22,17,13,6,8,6,2,1,0,45,30,0,16,2,18,20,4,15,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,2,0,1,2,0,5,2,0,2,2,2,1,0,0
6/23/2020,234,9,26,12,72,43,37,27,17,17,9,0,117,116,1,99,8,45,59,5,18,0,0,0,0,0,3,2,4,0,4,5,0,3,0,5,1,0,0,0,3,2,5,4,4,3,5,0,17,9,0,11,0,9,4,1,1
10/10/2021,173,6,25,31,38,32,22,21,15,9,5,0,98,74,1,37,14,39,60,9,14,0,0,0,2,1,1,2,0,0,3,3,0,2,0,1,3,0,0,0,2,5,3,5,5,3,2,0,14,11,0,7,0,13,5,0,0
3/10/2020,11,0,5,1,2,3,2,0,0,2,1,0,8,3,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,3,0,0,0,4,1,0,0
6/15/2021,52,3,4,10,8,10,11,8,2,2,1,0,34,18,0,21,0,16,10,1,4,0,0,1,1,0,0,1,0,0,2,1,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,3,1,0,1,0,2,1,0,0
4/28/2021,574,5,51,85,145,130,95,68,28,13,10,0,304,269,1,172,30,206,102,13,51,0,0,0,1,2,0,1,1,0,1,4,0,0,2,2,1,0,0,2,4,6,9,9,8,5,8,0,18,33,0,7,2,28,10,2,2
6/3/2021,95,7,16,20,20,19,13,10,6,6,1,0,47,48,0,20,4,45,16,0,10,0,0,0,1,0,2,4,0,0,4,3,0,3,1,2,1,0,0,2,1,3,2,2,3,2,1,0,8,8,0,2,1,11,1,1,0
5/2/2021,231,14,49,32,46,55,24,28,29,12,5,0,130,100,1,41,14,107,43,10,16,0,0,1,0,4,2,4,3,0,7,7,0,0,0,11,3,0,0,1,5,5,4,11,14,6,3,0,29,20,0,10,3,29,5,1,1
6/14/2021,67,3,9,10,14,22,7,9,4,1,0,0,37,30,0,22,2,24,5,2,12,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,0,0,0,0,0,1,1,4,1,2,0,0,5,4,0,2,0,4,2,1,0
6/27/2020,130,5,13,11,41,21,23,14,10,7,3,0,64,66,0,46,4,36,26,5,13,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,4,0,2,1,3,0,2,0,8,5,0,8,0,4,1,0,0
7/11/2020,154,2,19,8,68,23,22,13,12,8,0,0,79,75,0,38,4,46,39,11,16,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,7,1,2,1,3,4,1,0,8,11,0,4,1,13,1,0,0
4/10/2021,557,8,53,88,150,112,91,65,28,15,8,0,281,276,0,158,30,163,145,15,46,0,0,0,1,0,4,1,2,0,5,3,0,3,0,4,1,0,0,1,5,4,10,12,7,8,6,0,22,31,0,11,1,35,5,0,1
7/21/2021,217,0,11,38,60,52,26,24,9,4,4,0,120,97,0,34,9,69,73,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,2,0,8,3,0,2,0,6,3,0,0
7/27/2020,362,1,19,51,102,66,50,40,30,14,9,0,194,166,2,184,11,86,60,8,13,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,4,0,2,6,0,7,12,0,5,3,7,4,0,0
10/17/2021,200,10,11,38,42,49,25,18,12,10,6,0,116,84,0,31,11,33,90,15,20,0,0,1,1,0,1,4,3,0,3,7,0,1,1,5,3,0,0,0,3,1,0,3,2,0,2,0,8,3,0,2,0,6,3,0,0
5/30/2020,237,21,55,22,54,41,42,41,23,9,5,0,131,104,2,117,5,49,22,11,33,0,0,0,2,1,7,5,6,0,11,10,0,11,0,5,4,1,0,2,6,3,8,10,10,9,7,0,19,36,0,16,2,23,9,0,5
10/6/2020,558,2,29,61,176,105,93,70,32,16,5,0,292,265,1,228,15,70,180,17,48,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,5,5,5,4,5,3,1,0,10,19,0,11,1,8,7,1,1
5/23/2020,328,30,91,31,63,58,54,54,35,19,14,0,178,150,0,146,9,85,37,11,40,0,1,1,1,2,4,9,12,0,16,14,0,10,0,9,11,0,0,3,8,7,14,12,22,9,16,0,37,54,0,35,3,38,8,3,4
4/9/2020,574,25,150,9,83,101,103,129,74,40,35,0,259,315,0,187,24,219,94,25,25,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,34,32,28,20,0,64,86,0,31,6,80,28,4,1
5/19/2021,278,7,43,45,70,64,25,30,33,7,4,0,148,130,0,75,7,123,38,7,28,0,0,0,1,1,0,2,3,0,6,1,0,1,1,3,2,0,0,0,7,6,4,6,13,6,1,0,22,21,0,7,0,32,3,1,0
5/17/2020,326,41,97,17,53,58,37,65,44,22,30,0,158,167,1,156,6,88,33,14,29,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0,0,3,5,11,22,26,17,13,0,45,52,0,39,3,29,17,3,6
3/21/2020,125,2,62,0,18,25,20,28,16,13,5,0,53,72,0,27,6,62,27,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,7,18,9,14,4,0,23,39,0,12,4,33,11,2,0
3/18/2021,424,3,36,55,168,78,53,40,22,3,5,0,202,219,3,84,15,94,176,16,39,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,5,5,12,2,1,0,18,18,0,4,2,17,9,4,0
6/17/2020,219,21,29,18,57,33,32,30,23,13,13,0,109,109,1,107,3,50,41,5,13,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,2,3,6,5,7,0,17,12,0,6,1,18,4,0,0
9/3/2020,341,3,25,36,103,60,51,49,23,13,6,0,181,159,1,150,8,61,95,5,22,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,0,0,4,4,2,5,5,4,1,0,12,13,0,10,0,7,5,3,0
7/16/2021,155,1,9,23,42,48,14,18,6,3,1,0,79,75,1,24,8,41,57,1,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,1,3,0,1,0,5,4,0,2,0,7,0,0,0
3/30/2020,438,12,157,6,54,78,81,82,59,42,36,0,217,221,0,92,11,216,82,16,21,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,31,24,0,68,89,0,27,2,100,21,6,1
3/6/2021,220,2,30,29,57,50,26,21,22,8,7,0,109,111,0,86,13,44,45,15,17,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,5,4,4,5,6,6,0,12,18,0,6,1,14,6,3,0
5/15/2021,177,7,44,38,38,33,19,27,12,6,4,0,92,85,0,54,2,77,22,6,16,0,0,0,0,0,2,2,3,0,3,4,0,2,0,3,2,0,0,1,4,6,4,13,7,3,6,0,17,27,0,13,0,19,10,2,0
6/29/2021,57,2,5,17,11,13,9,1,3,3,0,0,32,25,0,16,0,18,14,2,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,1,1,0,3,2,0,1,0,4,0,0,0
6/27/2021,15,1,1,4,2,4,1,0,1,3,0,0,9,6,0,3,1,6,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3/10/2021,336,10,18,52,101,67,42,41,21,7,5,0,169,167,0,106,11,54,111,16,38,0,0,0,2,1,2,3,2,0,4,6,0,2,1,3,3,0,1,0,3,0,1,3,4,4,3,0,10,8,0,6,1,7,2,2,0
5/5/2020,1090,58,156,53,206,206,217,206,125,50,27,0,563,526,1,596,18,193,128,40,115,0,1,1,1,0,10,17,28,0,27,31,0,17,5,21,14,0,1,1,12,14,18,37,34,23,17,0,74,82,0,62,7,57,24,6,0
2/7/2021,212,8,40,23,48,46,30,31,14,13,7,0,113,99,0,60,11,46,69,13,13,0,0,0,0,1,1,4,2,0,3,5,0,1,1,4,2,0,0,1,5,4,3,7,7,7,6,0,20,20,0,9,1,18,10,1,1
4/17/2020,775,43,148,16,129,126,142,144,118,49,51,0,387,387,1,324,28,213,127,38,45,0,0,1,2,5,7,13,15,0,14,29,0,11,2,19,11,0,0,3,6,12,18,33,30,27,19,0,66,82,0,56,7,56,19,8,2
8/26/2020,388,3,34,48,126,82,44,44,23,12,9,0,196,191,1,199,7,43,104,14,21,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,1,4,3,3,8,5,5,5,0,20,14,0,16,1,6,6,4,1
5/29/2020,459,20,50,33,114,70,85,75,42,18,22,0,248,207,4,227,10,112,42,15,53,0,0,0,1,3,5,6,5,0,11,9,0,7,0,11,1,1,0,3,0,4,7,11,9,8,8,0,31,19,0,12,1,26,9,1,1
3/13/2022,83,1,7,8,17,26,15,5,7,1,4,0,49,34,0,12,5,8,34,5,19,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,2,0,3,4,0,5,0,1,0,0,1
7/8/2021,76,0,5,13,30,16,5,6,3,3,0,0,43,33,0,18,1,22,21,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,3,2,0,1,0,4,0,0,0
7/7/2021,73,2,7,17,18,16,13,4,3,2,0,0,50,22,1,18,3,19,19,2,12,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,2,2,0,5,2,0,0,0,3,4,0,0
3/29/2020,282,20,130,4,29,48,54,50,50,30,17,0,128,154,0,55,12,154,42,9,10,0,1,0,1,4,4,6,4,0,3,17,0,2,2,14,2,0,0,0,6,12,25,23,26,24,14,0,56,74,0,21,3,94,10,1,1
3/18/2020,162,1,39,2,31,32,40,23,18,11,5,0,80,82,0,19,8,66,64,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,5,8,10,9,5,0,13,26,0,5,3,23,8,0,0
9/14/2020,430,3,19,62,108,91,66,59,27,9,8,0,226,203,1,208,11,68,110,9,24,0,0,0,0,1,0,1,1,0,1,2,0,3,0,0,0,0,0,1,3,1,3,3,3,3,2,0,7,12,0,7,0,8,4,0,0
9/27/2020,167,1,30,15,52,32,24,21,11,9,3,0,94,73,0,57,3,30,50,10,17,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,2,6,4,8,6,1,0,18,12,0,10,1,10,7,1,1
5/15/2020,970,49,110,80,186,201,166,136,101,64,36,0,537,425,8,533,14,185,104,30,104,0,0,2,1,7,14,12,13,0,16,33,0,19,0,13,15,2,0,0,14,10,17,13,18,19,19,0,59,51,0,37,2,47,22,1,1
8/13/2020,391,4,24,39,118,79,72,40,24,11,8,0,211,178,2,188,8,72,94,13,16,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,4,2,5,0,6,5,2,0,15,9,0,8,0,11,3,2,0
5/5/2021,483,6,49,97,130,81,75,59,25,7,9,0,256,226,1,122,22,199,73,9,58,0,1,0,1,0,2,0,2,0,4,2,0,1,0,5,0,0,0,0,4,9,6,9,13,2,6,0,29,20,0,9,2,29,8,0,1
3/5/2021,292,6,22,47,77,63,38,29,24,8,6,0,151,141,0,78,25,68,85,16,20,0,0,0,0,0,1,1,4,0,4,2,0,1,0,3,2,0,0,1,1,0,2,9,5,1,3,0,11,11,0,4,2,8,7,1,0
5/28/2021,139,4,22,31,33,18,22,17,8,6,4,0,89,50,0,39,4,59,20,4,13,0,0,0,0,0,2,1,1,0,3,1,0,0,0,4,0,0,0,1,2,1,6,7,1,3,1,0,9,13,0,3,0,15,3,1,0
7/20/2021,187,3,12,33,46,50,27,17,7,5,2,0,98,89,0,30,6,54,59,9,29,0,0,0,0,2,0,1,0,0,1,2,0,0,0,3,0,0,0,0,2,2,3,2,0,1,2,0,5,7,0,4,0,6,1,1,0
7/18/2020,132,4,15,13,37,25,21,19,9,5,3,0,61,71,0,44,1,47,22,4,14,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,0,1,2,2,7,2,0,8,7,0,1,0,10,2,1,1
11/2/2021,489,4,27,131,94,111,54,41,30,18,10,0,264,223,2,75,11,116,164,46,77,0,0,0,0,2,1,1,0,0,2,2,0,1,1,2,0,0,0,0,1,1,3,1,8,7,6,0,17,10,0,9,1,11,6,0,0
7/14/2021,140,2,8,25,44,32,15,13,9,1,1,0,73,66,1,13,7,49,49,7,15,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,2,2,0,1,0,4,4,0,1,1,5,1,0,0
6/24/2020,245,9,25,22,77,56,28,34,11,9,8,0,143,101,1,91,5,59,58,5,27,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,7,4,1,4,2,6,1,0,18,7,0,6,0,15,4,0,0
7/23/2020,319,3,29,33,101,68,43,36,17,12,9,0,190,128,1,92,14,84,86,16,27,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,6,3,5,3,5,3,0,15,14,0,14,1,10,3,1,0
6/1/2021,128,5,23,29,23,25,26,16,5,4,0,0,74,54,0,30,4,51,26,4,13,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,3,1,2,4,3,3,4,3,0,10,13,0,5,0,14,4,0,0
5/30/2021,52,7,11,7,15,11,6,6,7,0,0,0,23,29,0,18,0,18,9,1,6,0,0,0,0,1,1,3,2,0,3,4,0,1,0,5,1,0,0,1,0,0,3,1,4,1,1,0,7,4,0,2,0,7,2,0,0
9/1/2020,330,3,17,34,97,70,38,45,32,8,6,0,177,153,0,139,5,58,85,6,37,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0,0,0,1,2,7,2,2,1,2,0,8,9,0,5,0,8,2,1,1
4/4/2021,308,5,41,46,70,68,60,35,16,8,5,0,155,152,1,76,22,83,93,8,26,0,0,0,1,2,0,1,1,0,1,4,0,1,0,3,1,0,0,0,3,10,6,7,6,3,6,0,25,16,0,9,2,25,5,0,0
2/18/2021,315,6,35,36,98,52,50,42,25,10,2,0,163,152,0,106,9,61,91,22,26,0,0,0,0,1,0,5,0,0,4,2,0,0,0,4,2,0,0,0,2,6,4,8,7,7,1,0,20,15,0,11,0,16,6,2,0
