Date,Total_Cases,Total_Deaths,Total_Hospitalizations,Ages_0to17,Ages_18to29,Ages_30to39,Ages_40to49,Ages_50to59,Ages_60to69,Ages_70to79,Age_80andAbove,Ages_Unknown,Female,Male,Unknown_Gender,Latinx,Asian_NonLatinx,Black_NonLatinx,White_NonLatinx,OtherRace_NonLatinx,UnknownRace_Ethnicity,Ages_0to17,Ages_18to29,Ages_30to39,Ages_40to49,Ages_50to59,Ages_60to69,Ages_70to79,Ages_80+,Ages_Unknown,Female,Male,Unknown_Gender,Latinx,Asian_NonLatinx,Black_NonLatinx,White_NonLatinx,OtherRace_NonLatinx,UnknownRace_Ethnicity,Hospitalizations_Ages_0to17,Hospitalizations_Ages_18to29,Hospitalizations_Ages_30to39,Hospitalizations_Ages_40to49,Hospitalizations_Ages_50to59,Hospitalizations_Ages_60to69,Hospitalizations_Ages_70to79,Hospitalizations_Ages_80+,Hospitalizations_Ages_Unknown,Hospitalizations_Female,Hospitalizations_Male,Hospitalizations_Unknown_Gender,Hospitalizations_Latinx,Hospitalizations_Asian_NonLatinx,Hospitalizations_Black_NonLatinx,Hospitalizations_White_NonLatinx,Hospitalizations_Other_Race NonLatinx,Hospitalizations_UnknownRace_Ethnicity
1/12/2021,1086,12,32,138,288,189,150,132,104,50,35,0,566,516,4,334,42,202,230,52,226,0,0,0,0,4,3,4,1,0,4,8,0,4,1,5,2,0,0,0,6,4,0,0,5,10,7,0,12,20,0,10,1,17,3,1,0
1/13/2021,1112,17,36,146,276,224,147,143,95,48,33,0,550,553,9,320,45,215,240,56,236,0,0,0,0,0,7,2,8,0,7,10,0,5,2,8,2,0,0,2,2,1,7,5,7,6,6,0,17,19,0,10,1,16,6,3,0
1/14/2021,1053,15,34,136,221,232,175,126,93,46,24,0,546,504,3,362,54,152,208,53,224,0,0,0,1,2,3,2,7,0,3,12,0,5,4,3,3,0,0,0,0,3,4,4,8,10,5,0,14,20,0,8,1,15,8,1,1
1/15/2021,1024,11,37,128,265,196,173,114,79,47,22,0,525,485,14,285,39,192,255,70,183,0,0,0,1,2,2,2,4,0,5,6,0,2,1,5,3,0,0,1,3,4,4,4,11,6,4,0,20,17,0,11,0,13,12,1,0
1/16/2021,625,13,37,84,141,105,112,82,63,28,9,1,355,269,1,242,21,93,124,23,122,0,0,0,1,1,5,3,3,0,6,7,0,9,1,0,3,0,0,2,2,1,2,2,10,7,10,1,17,20,0,10,1,15,10,1,0
1/17/2021,392,15,34,40,74,75,61,67,31,26,18,0,195,197,0,83,11,77,110,25,86,0,0,0,0,0,1,7,7,0,5,10,0,5,1,6,3,0,0,1,3,2,3,6,5,9,5,0,14,20,0,6,1,13,13,1,0
1/18/2021,713,14,32,85,143,163,107,79,82,32,22,0,389,321,3,188,32,130,147,40,176,0,0,0,1,2,6,2,3,0,3,11,0,5,0,6,3,0,0,1,3,1,2,3,12,5,5,0,17,15,0,7,1,12,11,1,0
1/19/2021,1084,19,30,141,265,206,168,124,91,58,31,0,550,533,1,395,38,178,228,61,184,0,0,0,0,3,5,5,6,0,5,14,0,5,2,8,4,0,0,2,2,0,1,8,6,6,5,0,13,17,0,13,1,10,4,1,1
1/20/2021,788,12,22,107,212,155,117,91,59,31,16,0,398,390,0,217,31,154,175,44,167,0,0,1,0,1,4,4,2,0,8,4,0,2,1,6,3,0,0,0,1,1,2,3,5,4,6,0,8,14,0,5,0,7,9,0,1
1/21/2021,815,9,33,97,189,159,122,118,76,36,18,0,415,397,3,283,25,159,155,47,146,0,0,1,1,0,2,2,3,0,5,4,0,2,0,5,2,0,0,2,0,2,2,7,9,9,2,0,17,16,0,11,1,17,2,2,0
1/22/2021,736,12,23,102,171,143,117,98,61,30,14,0,386,349,1,230,21,140,150,46,149,0,0,0,0,2,4,4,2,0,5,7,0,4,0,4,4,0,0,0,0,4,4,1,4,3,7,0,7,16,0,8,0,7,5,2,1
1/23/2021,581,9,32,69,119,134,86,79,53,28,13,0,301,279,1,186,28,91,134,30,112,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,2,2,2,1,7,8,10,0,17,15,0,10,1,16,4,1,0
1/24/2021,339,16,30,34,82,71,46,43,30,23,10,0,171,168,0,63,18,54,113,16,75,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,2,2,4,1,7,10,4,0,15,15,0,6,3,15,4,1,1
1/25/2021,859,11,38,103,198,173,130,106,97,32,20,0,459,397,3,271,23,149,173,43,200,0,0,1,1,0,2,2,5,0,1,10,0,5,0,1,4,1,0,2,3,3,2,8,8,5,7,0,21,17,0,8,0,19,10,1,0
1/26/2021,644,11,31,76,157,122,113,88,46,30,12,0,312,328,4,195,24,128,132,38,127,0,1,0,0,0,1,3,6,0,5,6,0,1,0,7,2,1,0,1,2,4,2,7,5,6,4,0,16,15,0,8,1,17,4,1,0
1/27/2021,658,13,25,75,146,131,102,93,61,33,17,0,339,318,1,181,25,124,139,34,155,0,0,0,0,0,3,3,7,0,3,10,0,2,1,7,3,0,0,0,2,0,2,4,4,9,4,0,15,10,0,6,1,10,7,0,1
1/28/2021,608,10,26,82,144,108,95,80,53,29,17,0,306,301,1,188,17,100,144,32,127,0,1,0,0,0,2,3,4,0,5,5,0,3,1,4,2,0,0,1,2,1,0,3,3,9,7,0,11,15,0,5,0,9,10,1,1
1/29/2021,588,15,25,90,142,101,92,71,57,25,10,0,307,279,2,170,17,100,140,33,128,0,0,0,2,1,6,3,3,0,2,13,0,6,1,5,3,0,0,0,1,4,1,0,9,5,5,0,18,7,0,7,1,10,7,0,0
1/30/2021,420,11,15,76,84,78,52,54,44,21,11,0,221,198,1,139,17,74,94,18,78,0,1,0,0,2,3,3,2,0,1,10,0,6,0,3,2,0,0,0,0,3,1,2,2,6,1,0,2,13,0,8,0,5,2,0,0
1/31/2021,160,16,17,12,33,31,31,22,17,8,6,0,72,88,0,36,11,32,39,11,31,0,0,0,0,3,6,4,3,0,7,9,0,11,0,4,1,0,0,0,3,2,2,5,2,2,1,0,9,8,0,7,0,5,2,3,0
2/1/2021,607,9,21,79,150,114,94,89,43,22,16,0,318,288,1,202,17,96,151,27,114,0,0,0,0,1,5,0,3,0,7,2,0,3,0,4,2,0,0,1,2,2,1,1,6,5,3,0,12,9,0,6,0,7,7,1,0
2/2/2021,647,6,32,68,159,124,104,83,64,26,19,0,315,330,2,187,25,129,166,24,116,0,0,0,0,0,3,1,2,0,3,3,0,1,0,3,2,0,0,2,4,1,2,7,7,5,4,0,18,14,0,7,1,13,9,0,2
2/3/2021,574,7,25,83,145,100,75,63,65,27,16,0,295,279,0,180,17,118,131,19,109,0,0,0,1,0,2,2,2,0,2,5,0,3,0,3,1,0,0,0,1,1,3,2,8,6,4,0,14,11,0,9,0,12,2,0,2
2/4/2021,537,9,36,68,138,121,68,64,45,21,12,0,268,266,3,146,19,105,139,26,102,0,0,0,0,1,1,2,5,0,5,4,0,1,1,4,3,0,0,1,1,5,3,9,10,6,1,0,20,16,0,11,1,16,7,1,0
2/5/2021,404,8,20,49,101,73,53,54,36,22,16,0,206,196,2,107,20,67,83,25,102,0,0,1,0,1,3,0,3,0,4,4,0,3,0,4,1,0,0,1,2,2,2,2,3,5,3,0,10,10,0,6,1,9,4,0,0
2/6/2021,262,12,15,29,53,57,37,43,26,11,6,0,135,126,1,65,16,57,64,13,47,0,0,0,1,0,3,4,4,0,1,11,0,2,0,5,5,0,0,1,0,2,2,3,3,2,2,0,11,4,0,3,1,6,3,1,1
2/7/2021,212,8,16,23,48,46,30,31,14,13,7,0,111,99,2,54,8,39,58,16,37,0,0,0,0,1,1,4,2,0,3,5,0,1,1,4,2,0,0,1,4,0,1,4,1,3,2,0,6,10,0,2,1,6,6,0,1
2/8/2021,389,13,25,47,73,68,62,54,44,19,22,0,209,178,2,97,19,88,86,22,77,0,0,2,2,2,2,3,2,0,6,7,0,5,1,2,5,0,0,1,4,3,2,3,2,6,4,0,14,11,0,7,0,11,7,0,0
2/9/2021,413,7,17,49,112,75,60,52,39,13,13,0,212,196,5,87,16,98,100,17,95,0,0,0,0,2,1,1,3,0,4,3,0,1,1,3,2,0,0,0,1,1,2,3,2,4,4,0,7,10,0,6,0,5,4,2,0
2/10/2021,366,11,22,51,101,69,42,44,28,18,13,0,172,194,0,75,12,79,95,23,82,0,0,0,1,1,2,2,5,0,5,6,0,3,1,4,3,0,0,0,3,2,1,3,5,1,7,0,10,12,0,6,0,12,3,1,0
2/11/2021,438,9,24,64,102,82,58,61,44,19,8,0,213,225,0,128,18,68,116,22,86,0,0,0,2,2,3,0,2,0,2,7,0,5,0,2,2,0,0,3,3,2,2,3,7,4,0,0,15,9,0,8,1,12,3,0,0
2/12/2021,357,13,15,42,106,68,48,25,40,20,8,0,168,189,0,86,15,62,101,29,64,0,0,1,2,2,2,3,3,0,5,8,0,3,0,4,6,0,0,0,2,0,1,2,4,4,2,0,9,6,0,2,1,8,4,0,0
2/13/2021,220,8,11,23,61,40,36,29,19,7,5,0,118,102,0,70,13,39,55,10,33,0,0,0,1,0,1,3,3,0,3,5,0,2,1,1,4,0,0,0,0,0,4,1,4,1,1,0,6,5,0,2,0,4,5,0,0
2/14/2021,143,9,11,22,38,29,19,17,4,12,2,0,75,68,0,25,8,23,43,10,34,0,0,0,0,0,2,3,4,0,4,5,0,2,0,3,4,0,0,1,2,1,0,2,3,2,0,0,4,7,0,3,0,5,2,0,1
2/15/2021,257,7,9,35,61,59,36,29,21,13,3,0,125,131,1,63,10,36,71,15,62,0,0,0,0,1,1,3,2,0,4,3,0,1,0,3,3,0,0,0,0,1,1,2,4,1,0,0,3,6,0,1,1,4,3,0,0
2/16/2021,213,5,14,24,65,30,43,22,17,8,4,0,113,99,1,41,7,37,68,11,49,0,0,0,0,0,1,3,1,0,1,4,0,2,0,2,1,0,0,0,1,1,2,3,3,3,1,0,10,4,0,4,0,8,2,0,0
2/17/2021,386,8,13,36,119,70,70,47,24,10,10,0,193,193,0,108,8,75,103,18,74,0,0,0,0,1,2,2,3,0,2,6,0,1,0,2,4,0,1,0,0,0,3,4,1,2,3,0,5,8,0,2,0,7,3,1,0
2/18/2021,315,6,22,36,97,52,50,42,26,10,2,0,164,148,3,93,7,54,76,23,62,0,0,0,0,1,0,5,0,0,4,2,0,0,0,4,2,0,0,0,1,5,2,4,3,6,1,0,14,8,0,8,0,9,4,1,0
2/19/2021,319,7,20,46,83,63,41,43,13,16,14,0,163,154,2,80,11,52,75,24,77,0,0,0,1,0,1,3,2,0,2,5,0,1,0,5,1,0,0,0,3,2,2,3,2,1,7,0,10,10,0,6,2,7,4,0,1
2/20/2021,213,9,11,35,57,31,29,33,13,7,8,0,107,106,0,57,8,38,57,17,36,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,1,0,2,1,1,1,4,0,4,7,0,1,0,8,1,1,0
2/21/2021,157,8,11,16,42,31,27,22,10,5,4,0,86,71,0,26,3,31,56,9,32,0,1,0,1,0,1,3,2,0,3,5,0,2,0,1,3,2,0,1,1,1,0,3,0,4,1,0,3,8,0,1,0,7,2,1,0
2/22/2021,389,7,15,53,90,84,57,54,32,11,8,0,198,191,0,139,12,62,89,19,68,0,0,0,2,2,1,1,1,0,3,4,0,3,0,4,0,0,0,0,0,1,1,3,3,1,6,0,6,9,0,3,0,7,5,0,0
2/23/2021,315,11,12,31,91,63,37,49,25,12,7,0,155,158,2,80,13,69,75,13,65,0,0,0,1,2,2,3,3,0,4,7,0,3,0,4,4,0,0,0,3,1,1,3,1,2,1,0,8,4,0,2,0,5,4,1,0
2/24/2021,337,4,17,38,79,65,54,48,28,12,13,0,159,173,5,77,7,79,79,18,77,0,0,0,0,0,1,1,2,0,2,2,0,2,0,1,1,0,0,1,2,0,4,3,2,2,3,0,9,8,0,5,1,9,2,0,0
2/25/2021,281,8,10,33,70,60,52,19,25,17,5,0,132,148,1,88,11,40,75,15,52,0,0,0,0,0,1,5,2,0,2,6,0,4,0,1,3,0,0,0,1,2,0,2,2,3,0,0,4,6,0,1,2,7,0,0,0
2/26/2021,357,6,9,67,97,57,58,29,32,11,6,0,180,175,2,97,8,74,86,18,74,0,0,0,0,1,1,0,4,0,0,6,0,3,0,1,2,0,0,1,0,0,0,1,2,1,4,0,4,5,0,2,0,5,2,0,0
2/27/2021,179,7,10,31,39,33,22,24,14,9,7,0,102,77,0,53,12,41,35,9,29,0,0,0,0,1,1,1,4,0,3,4,0,2,0,2,3,0,0,0,0,0,0,2,4,2,2,0,4,6,0,2,0,5,3,0,0
2/28/2021,149,3,11,16,34,34,22,17,19,5,2,0,68,79,2,25,12,29,42,6,35,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2,0,0,0,0,0,2,0,0,6,0,3,0,7,4,0,2,0,4,3,0,2
3/1/2021,312,2,13,47,81,53,45,32,34,9,11,0,155,155,2,68,13,59,78,23,71,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,1,4,3,1,2,0,5,8,0,4,0,5,3,1,0
3/2/2021,327,7,11,46,103,62,43,31,25,11,6,0,180,143,4,79,18,50,88,17,75,0,0,0,0,1,0,2,4,0,4,3,0,4,1,2,0,0,0,0,0,0,1,1,2,5,2,0,5,6,0,7,1,2,1,0,0
3/3/2021,337,5,16,46,92,72,56,29,24,14,4,0,160,177,0,76,20,70,89,33,49,0,0,0,0,0,1,1,3,0,3,2,0,0,1,3,1,0,0,1,2,0,1,2,5,4,1,0,12,4,0,2,0,10,3,1,0
3/4/2021,286,7,15,42,81,60,39,24,23,11,6,0,146,139,1,73,21,48,82,19,43,0,0,1,1,1,1,0,3,0,4,3,0,3,0,0,4,0,0,0,1,1,3,4,3,2,1,0,11,4,0,3,0,8,4,0,0
3/5/2021,291,5,15,47,77,63,38,29,23,8,6,0,150,141,0,69,20,57,80,19,46,0,0,0,0,0,1,1,3,0,3,2,0,1,0,2,2,0,0,1,1,0,2,6,3,0,2,0,9,6,0,4,2,4,4,1,0
3/6/2021,215,2,20,29,56,48,24,21,22,8,7,0,106,109,0,80,10,39,41,15,30,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,2,2,1,4,6,5,0,7,13,0,5,1,8,5,1,0
3/7/2021,173,4,10,16,43,39,32,24,11,5,3,0,84,88,1,42,15,28,55,13,20,0,0,0,0,1,1,0,2,0,2,2,0,0,0,2,2,0,0,1,0,2,1,1,0,3,2,0,5,5,0,8,1,0,1,0,0
3/8/2021,325,5,13,53,101,61,35,32,31,8,4,0,165,160,0,91,19,58,73,23,61,0,0,0,0,2,1,2,0,0,2,3,0,3,0,2,0,0,0,0,1,0,0,2,6,1,3,0,5,8,0,2,0,9,2,0,0
3/9/2021,330,5,12,42,107,61,37,39,20,12,12,0,165,164,1,70,15,55,83,35,72,0,0,0,0,3,0,1,1,0,4,1,0,1,0,3,1,0,0,1,0,2,1,2,1,4,1,0,7,5,0,3,0,4,3,1,1
3/10/2021,334,9,11,53,100,64,42,42,21,7,5,0,168,166,0,94,10,49,87,18,76,0,0,0,2,1,1,3,2,0,3,6,0,2,1,2,3,0,1,0,2,0,0,2,3,2,2,0,5,6,0,4,1,3,2,0,1
3/11/2021,344,1,13,39,103,79,47,36,27,5,8,0,157,184,3,87,14,50,100,22,71,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,2,1,3,2,3,0,0,6,7,0,6,0,5,2,0,0
3/12/2021,347,8,9,52,92,78,49,46,18,6,6,0,199,148,0,86,14,64,99,21,63,0,0,1,1,2,1,1,2,0,3,5,0,2,0,5,1,0,0,1,2,0,2,2,1,1,0,0,7,2,0,2,0,6,1,0,0
3/13/2021,252,2,8,28,63,60,43,31,20,4,3,0,128,123,1,61,3,48,83,26,31,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,1,1,1,1,4,0,0,5,3,0,1,0,4,2,1,0
3/14/2021,183,4,7,24,55,36,32,17,14,5,0,0,87,96,0,37,9,32,57,18,30,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,0,0,1,1,2,0,1,1,1,0,0,4,3,0,0,0,5,2,0,0
3/15/2021,366,6,18,43,107,69,63,30,34,12,8,0,200,166,0,85,24,72,93,25,67,0,0,0,0,0,4,0,2,0,3,3,0,3,0,2,1,0,0,1,2,1,2,1,6,3,2,0,11,7,0,3,3,5,4,3,0
3/16/2021,444,3,17,85,128,97,51,40,23,18,2,0,248,196,0,100,10,99,119,41,75,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,0,0,0,0,2,0,1,5,5,2,2,0,10,7,0,1,0,14,2,0,0
3/17/2021,474,9,14,48,161,99,69,49,35,9,4,0,238,234,2,90,25,100,139,28,92,0,0,1,1,0,2,1,4,0,4,5,0,1,0,5,3,0,0,0,2,2,2,2,2,2,2,0,7,7,0,3,1,9,1,0,0
3/18/2021,416,3,11,55,162,77,52,40,22,3,5,0,201,215,0,74,13,85,146,19,79,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,2,0,1,0,4,3,1,0,0,5,6,0,1,1,4,4,1,0
3/19/2021,433,2,15,64,140,105,48,37,21,12,6,0,215,217,1,111,26,85,113,23,75,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,2,3,0,2,1,3,3,0,9,6,0,7,0,7,1,0,0
3/20/2021,273,6,14,31,90,64,35,25,18,5,5,0,132,141,0,58,16,76,72,16,35,0,0,0,0,1,2,1,2,0,3,3,0,1,0,3,2,0,0,1,3,0,0,5,2,1,2,0,8,6,0,3,1,5,4,1,0
3/21/2021,220,4,32,28,68,42,29,24,17,8,4,0,101,119,0,49,10,50,73,10,28,0,0,0,0,0,1,0,3,0,2,2,0,1,1,0,2,0,0,1,5,4,2,4,7,5,4,0,18,14,0,6,1,16,7,1,1
3/22/2021,537,1,13,58,160,111,80,78,33,13,4,0,268,269,0,122,25,119,153,26,92,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,2,3,0,2,1,2,0,7,6,0,4,1,5,3,0,0
3/23/2021,560,5,21,65,188,121,73,66,28,11,8,0,277,281,2,116,23,86,180,32,123,0,0,0,0,0,2,3,0,0,2,3,0,2,1,2,0,0,0,1,1,1,2,1,13,0,2,0,9,12,0,3,0,10,8,0,0
3/24/2021,675,6,15,63,242,167,79,72,33,12,7,0,330,342,3,141,13,123,214,45,139,0,1,0,1,0,0,3,1,0,3,3,0,2,0,3,1,0,0,1,2,3,2,4,0,2,1,0,10,5,0,4,1,4,3,2,1
3/25/2021,669,3,17,73,240,159,82,58,35,17,5,0,307,361,1,139,19,120,221,39,131,0,0,0,1,0,1,0,1,0,1,2,0,1,0,1,1,0,0,0,2,4,2,2,3,3,1,0,6,11,0,4,0,9,3,1,0
3/26/2021,590,6,18,75,213,129,68,54,34,6,11,0,285,304,1,153,23,100,184,40,90,0,0,0,0,2,2,0,2,0,4,2,0,0,1,4,1,0,0,1,6,0,3,2,2,2,2,0,9,9,0,2,0,11,5,0,0
3/27/2021,404,4,21,60,103,90,58,46,34,9,4,0,195,209,0,90,14,75,130,29,66,0,0,0,1,1,1,0,1,0,2,2,0,0,0,3,1,0,0,0,4,0,6,2,2,3,4,0,9,12,0,7,0,9,5,0,0
3/28/2021,347,7,23,30,114,73,51,41,24,8,6,0,188,158,1,67,12,78,114,23,53,0,0,0,2,2,2,0,1,0,1,6,0,3,0,2,2,0,0,0,1,2,1,10,3,4,2,0,11,12,0,5,0,14,2,2,0
3/29/2021,730,3,20,97,240,136,93,90,46,18,10,0,386,341,3,169,24,166,209,28,134,0,0,0,0,1,1,1,0,0,0,3,0,1,0,1,1,0,0,2,3,1,2,5,3,2,2,0,9,11,0,1,0,13,4,1,1
3/30/2021,723,3,19,93,247,142,89,77,58,12,5,0,369,353,1,147,38,145,222,38,133,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,1,0,0,0,1,3,5,2,5,2,1,0,14,5,0,5,1,11,2,0,0
3/31/2021,705,4,23,84,218,160,88,91,33,19,12,0,357,346,2,127,34,138,222,43,141,0,0,0,0,1,1,0,2,0,1,3,0,1,0,2,1,0,0,2,1,2,4,6,4,3,1,0,13,10,0,6,1,11,5,0,0
4/1/2021,715,2,22,90,230,165,88,71,41,26,4,0,366,348,1,151,29,162,201,39,133,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,3,2,3,4,6,4,0,0,10,12,0,5,0,11,6,0,0
4/2/2021,673,2,35,83,199,138,108,82,39,17,7,0,347,326,0,170,32,128,184,30,129,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,2,2,8,5,8,7,1,0,20,15,0,10,0,18,7,0,0
4/3/2021,462,9,26,59,128,111,68,50,28,12,6,0,232,229,1,100,19,101,138,26,78,0,0,0,1,2,1,2,3,0,3,6,0,4,1,3,1,0,0,0,1,4,4,3,4,6,4,0,12,14,0,4,0,12,9,0,1
4/4/2021,300,4,23,46,67,66,58,34,16,8,5,0,152,146,2,68,15,73,75,16,53,0,0,0,1,1,0,1,1,0,1,3,0,0,0,3,1,0,0,0,2,6,4,4,4,2,1,0,12,11,0,6,1,12,2,1,1
4/5/2021,935,6,25,176,232,206,151,96,46,20,8,0,496,437,2,218,32,249,200,54,182,0,0,0,0,2,2,0,2,0,3,3,0,1,0,4,1,0,0,0,3,3,3,5,3,5,3,0,13,12,0,6,0,16,2,1,0
4/6/2021,852,4,33,133,233,183,124,90,56,18,15,0,438,411,3,199,62,227,163,45,156,0,0,0,0,1,3,0,0,0,0,4,0,2,0,2,0,0,0,0,2,2,4,9,10,3,3,0,13,20,0,2,2,23,3,1,2
4/7/2021,834,3,31,135,246,185,113,79,45,15,16,0,436,397,1,186,30,187,212,33,186,0,0,0,0,1,0,1,1,0,2,1,0,2,0,0,1,0,0,4,3,2,4,5,4,2,7,0,18,13,0,6,1,19,3,2,0
4/8/2021,852,6,26,145,240,190,121,86,52,11,7,0,456,394,2,229,26,214,209,44,130,0,0,0,2,0,0,2,2,0,3,3,0,1,0,3,1,0,1,1,1,1,3,8,9,2,1,0,12,14,0,9,2,12,1,2,0
4/9/2021,768,5,25,138,216,149,113,74,53,17,8,0,412,355,1,171,23,222,165,39,148,0,0,0,1,2,0,0,2,0,1,4,0,2,1,0,2,0,0,0,1,0,6,7,6,3,2,0,9,16,0,5,0,14,4,0,2
4/10/2021,551,8,23,86,149,109,91,65,28,15,8,0,278,272,1,132,25,146,123,28,97,0,0,0,1,0,4,1,2,0,5,3,0,3,0,4,1,0,0,1,3,3,4,5,2,2,3,0,9,14,0,3,1,15,4,0,0
4/11/2021,359,5,25,69,80,75,61,30,28,12,4,0,192,167,0,66,15,120,82,18,58,0,2,0,0,1,0,2,0,0,3,2,0,3,0,1,1,0,0,0,1,5,3,1,6,6,3,0,10,15,0,7,1,10,4,2,1
4/12/2021,863,5,34,139,203,185,143,95,60,29,9,0,424,438,1,219,15,275,160,33,161,0,0,0,0,3,1,0,1,0,0,5,0,2,0,2,1,0,0,2,4,3,2,5,4,7,7,0,16,18,0,7,0,18,8,1,0
4/13/2021,672,4,24,80,197,141,111,88,30,13,12,0,366,303,3,151,16,212,134,31,128,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,5,3,0,6,3,5,2,0,14,10,0,2,2,17,3,0,0
4/14/2021,769,7,32,141,213,176,114,62,37,11,15,0,409,360,0,176,24,223,162,36,148,0,0,1,0,1,1,2,2,0,3,4,0,2,0,3,1,0,1,3,3,5,3,1,7,3,7,0,17,15,0,7,1,19,3,1,1
4/15/2021,624,8,19,142,156,131,80,51,37,17,10,0,320,304,0,154,14,193,124,30,109,0,0,1,1,1,2,2,1,0,0,8,0,2,0,5,1,0,0,1,0,2,2,1,6,3,4,0,11,8,0,2,0,8,9,0,0
4/16/2021,654,5,27,109,187,125,94,67,47,13,12,0,375,279,0,166,22,213,111,24,118,0,0,0,0,1,2,0,2,0,2,3,0,1,0,2,1,0,1,0,5,1,2,9,7,2,1,0,18,9,0,4,0,19,3,0,1
4/17/2021,434,6,33,70,95,95,78,46,24,14,12,0,235,199,0,114,20,153,63,26,58,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,0,2,1,7,8,3,5,7,0,18,15,0,6,1,17,5,2,2
4/18/2021,309,7,25,40,70,77,45,43,18,9,7,0,171,138,0,54,12,122,60,15,46,0,0,0,0,4,0,1,2,0,5,2,0,3,1,3,0,0,0,2,1,2,5,6,4,2,3,0,14,11,0,6,0,17,2,0,0
4/19/2021,658,6,27,120,161,138,122,73,33,9,2,0,357,300,1,162,27,209,110,31,119,0,0,1,0,1,2,0,2,0,2,4,0,2,0,3,1,0,0,2,1,1,5,9,4,4,1,0,10,17,0,2,0,14,6,3,2
4/20/2021,558,5,24,87,168,118,76,66,17,14,12,0,321,236,1,114,18,186,96,23,121,0,0,0,0,1,2,1,1,0,1,4,0,0,2,2,1,0,0,2,1,8,3,2,4,4,0,0,14,10,0,8,0,11,4,1,0
4/21/2021,653,7,42,110,160,133,105,62,44,19,20,0,344,309,0,140,28,208,120,25,132,0,1,0,1,1,2,2,0,0,2,5,0,2,0,2,2,1,0,2,5,5,5,7,10,3,5,0,21,21,0,6,3,26,5,2,0
4/22/2021,576,4,29,106,148,128,79,57,34,15,9,0,306,269,1,144,25,175,90,21,121,0,0,0,1,2,0,1,0,0,2,2,0,1,1,2,0,0,0,0,1,7,3,4,6,6,2,0,20,9,0,8,1,15,5,0,0
4/23/2021,526,6,17,92,129,97,82,62,39,15,10,0,288,237,1,116,28,178,84,21,99,0,0,1,0,3,0,2,0,0,2,4,0,1,2,3,0,0,0,0,2,3,2,1,6,2,1,0,8,9,0,4,0,10,3,0,0
4/24/2021,410,10,23,75,83,96,62,49,28,12,5,0,229,180,1,108,15,132,73,22,60,0,0,0,0,2,4,2,2,0,4,6,0,4,0,2,4,0,0,1,1,4,7,1,4,1,4,0,15,8,0,4,0,14,3,1,1
4/25/2021,274,11,22,40,70,71,28,36,21,8,0,0,141,132,1,55,12,108,47,15,37,0,0,0,2,3,3,3,0,0,4,7,0,3,0,7,1,0,0,3,1,4,1,7,2,3,1,0,14,8,0,4,0,11,4,2,1
4/26/2021,648,5,24,120,154,142,95,90,32,9,6,0,351,296,1,159,15,245,84,26,119,0,0,0,0,0,1,1,3,0,3,2,0,1,0,1,3,0,0,1,3,3,2,2,7,0,6,0,20,4,0,5,0,14,4,0,1
4/27/2021,564,5,16,101,143,112,79,63,41,14,11,0,289,274,1,138,16,219,71,28,92,0,0,0,1,1,1,1,1,0,2,3,0,2,0,3,0,0,0,1,1,3,1,3,3,2,2,0,8,8,0,2,0,13,0,1,0
4/28/2021,572,5,30,86,145,128,95,67,28,13,10,0,302,270,0,150,25,176,91,21,109,0,0,0,1,2,0,1,1,0,1,4,0,0,2,2,1,0,0,2,4,3,5,3,5,3,5,0,12,18,0,4,0,13,9,3,1
4/29/2021,529,7,21,111,116,109,71,63,34,13,12,0,265,263,1,130,12,179,85,17,106,0,0,1,0,1,1,1,3,0,5,2,0,2,0,2,2,1,0,0,2,2,3,4,4,4,2,0,15,6,0,4,0,14,2,1,0
4/30/2021,543,7,28,125,112,101,65,61,49,20,10,0,307,236,0,113,14,214,76,12,114,0,0,0,1,0,2,1,3,0,3,4,0,2,0,2,3,0,0,1,5,3,2,4,3,5,5,0,16,12,0,2,0,19,5,1,1
5/1/2021,348,4,25,62,71,65,58,40,36,11,5,0,182,166,0,65,16,146,61,12,48,0,0,0,0,0,0,1,3,0,1,3,0,2,0,2,0,0,0,3,3,4,4,4,5,1,1,0,13,12,0,4,0,19,2,0,0
