Date,Total_Cases,Total_Deaths,Total_Hospitalizations,Ages_0to17,Ages_18to29,Ages_30to39,Ages_40to49,Ages_50to59,Ages_60to69,Ages_70to79,Age_80andAbove,Ages_Unknown,Female,Male,Unknown_Gender,Latinx,Asian_NonLatinx,Black_NonLatinx,White_NonLatinx,OtherRace_NonLatinx,UnknownRace_Ethnicity,Ages_0to17,Ages_18to29,Ages_30to39,Ages_40to49,Ages_50to59,Ages_60to69,Ages_70to79,Ages_80+,Ages_Unknown,Female,Male,Unknown_Gender,Latinx,Asian_NonLatinx,Black_NonLatinx,White_NonLatinx,OtherRace_NonLatinx,UnknownRace_Ethnicity,Hospitalizations_Ages_0to17,Hospitalizations_Ages_18to29,Hospitalizations_Ages_30to39,Hospitalizations_Ages_40to49,Hospitalizations_Ages_50to59,Hospitalizations_Ages_60to69,Hospitalizations_Ages_70to79,Hospitalizations_Ages_80+,Hospitalizations_Ages_Unknown,Hospitalizations_Female,Hospitalizations_Male,Hospitalizations_Unknown_Gender,Hospitalizations_Latinx,Hospitalizations_Asian_NonLatinx,Hospitalizations_Black_NonLatinx,Hospitalizations_White_NonLatinx,Hospitalizations_Other_Race NonLatinx,Hospitalizations_UnknownRace_Ethnicity
9/25/2020,380,3,22,44,102,78,66,46,26,12,6,0,202,176,2,170,12,51,56,12,79,0,0,0,1,1,0,0,1,0,1,2,0,1,0,2,0,0,0,2,2,4,6,1,4,3,0,0,7,15,0,7,0,9,3,1,2
9/26/2020,233,4,15,26,66,50,32,40,11,7,1,0,105,128,0,89,5,14,73,13,39,0,0,1,0,1,1,0,1,0,1,3,0,2,0,1,1,0,0,0,1,5,1,5,0,2,1,0,10,5,0,4,0,4,6,1,0
9/27/2020,168,1,20,15,52,32,24,22,11,9,3,0,94,74,0,50,2,27,43,10,36,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,6,2,4,4,0,0,12,8,0,6,1,8,4,0,1
9/28/2020,420,2,19,56,101,76,69,53,40,14,11,0,216,200,4,180,2,52,81,11,94,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,3,1,2,4,2,2,5,0,9,10,0,4,0,9,4,2,0
9/29/2020,381,6,19,47,105,72,65,45,26,17,4,0,196,184,1,162,15,43,83,16,62,0,0,1,0,0,3,1,1,0,2,4,0,3,0,2,1,0,0,1,1,5,1,3,4,2,2,0,10,9,0,9,2,5,2,0,1
9/30/2020,464,2,17,48,141,95,53,65,35,17,10,0,236,226,2,154,7,80,113,28,82,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1,2,2,2,2,2,4,2,0,8,9,0,7,0,4,5,1,0
10/1/2020,364,4,18,50,123,69,41,49,15,15,2,0,176,187,1,148,6,28,94,24,64,0,0,0,0,2,1,1,0,0,1,3,0,2,1,1,0,0,0,1,0,4,1,3,6,2,1,0,10,8,0,7,1,8,2,0,0
10/2/2020,415,3,21,46,107,98,59,40,24,30,11,0,205,209,1,165,12,44,111,22,61,0,0,0,0,1,0,2,0,0,1,2,0,1,0,1,1,0,0,0,2,2,3,3,3,4,4,0,13,8,0,5,2,6,7,1,0
10/3/2020,226,3,21,26,57,46,35,27,20,9,6,0,121,105,0,71,6,33,59,9,48,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,1,4,2,1,7,4,2,0,10,11,0,8,0,9,4,0,0
10/4/2020,152,5,11,19,34,26,20,25,13,12,3,0,63,89,0,39,6,25,45,6,31,0,0,0,0,0,0,1,4,0,3,2,0,1,0,1,3,0,0,0,2,1,0,2,0,5,1,0,3,8,0,0,0,7,3,1,0
10/5/2020,553,3,12,54,157,117,95,66,38,22,4,0,266,286,1,206,13,96,112,19,107,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,0,1,3,1,0,3,3,1,0,4,8,0,5,0,4,3,0,0
10/6/2020,559,2,14,61,176,104,93,71,32,17,5,0,294,264,1,197,13,67,159,24,99,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,5,2,1,2,2,1,0,0,5,9,0,7,1,2,3,1,0
10/7/2020,549,1,7,59,163,118,85,63,34,18,9,0,269,278,2,197,8,69,136,18,121,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1,2,1,0,2,5,0,1,0,3,3,0,0
10/8/2020,610,3,9,82,181,114,68,83,55,19,8,0,309,299,2,230,15,85,148,21,111,0,0,0,2,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,2,0,1,1,2,1,2,0,5,4,0,1,1,3,3,0,1
10/9/2020,668,4,8,67,172,168,100,69,52,27,13,0,325,341,2,246,10,91,180,33,108,0,0,0,1,0,1,1,1,0,0,4,0,1,0,0,2,0,1,2,0,1,1,0,1,2,1,0,4,4,0,1,0,4,3,0,0
10/10/2020,443,5,17,40,115,108,67,59,35,9,10,0,230,212,1,147,10,50,117,19,100,0,0,0,0,1,2,1,1,0,3,2,0,0,1,2,2,0,0,0,1,1,3,3,2,4,3,0,10,7,0,3,0,7,6,0,1
10/11/2020,301,4,22,22,94,59,43,37,30,9,7,0,126,174,1,88,7,49,99,11,47,0,0,0,0,1,1,0,2,0,0,4,0,2,0,1,1,0,0,0,2,3,3,4,5,2,3,0,9,13,0,7,1,5,7,0,2
10/12/2020,681,4,22,69,179,119,123,91,59,31,10,0,321,355,5,205,24,90,167,45,150,0,0,0,1,1,0,2,0,0,2,2,0,3,0,1,0,0,0,0,2,1,4,5,4,4,2,0,7,15,0,5,1,6,6,0,4
10/13/2020,881,5,18,90,254,194,134,108,58,24,19,0,449,429,3,368,18,122,194,43,136,0,0,0,0,0,2,2,1,0,1,4,0,1,0,3,1,0,0,2,2,1,4,3,3,1,2,0,11,7,0,6,1,4,4,3,0
10/14/2020,850,3,21,75,246,215,135,90,62,19,8,0,457,390,3,333,19,131,181,32,154,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,2,0,0,1,2,0,3,3,3,5,4,0,9,12,0,5,0,10,5,0,1
10/15/2020,907,2,21,86,266,213,112,115,72,28,15,0,463,442,2,362,19,112,214,32,168,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,2,5,2,2,5,2,2,0,12,9,0,5,0,11,4,1,0
10/16/2020,954,3,20,113,243,182,159,134,73,35,15,0,496,452,6,353,20,168,228,33,152,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,0,2,2,1,4,5,3,3,0,14,6,0,9,0,6,3,1,1
10/17/2020,547,5,28,70,139,115,95,58,45,15,10,0,274,273,0,223,14,72,126,23,89,0,0,0,1,0,1,0,3,0,2,3,0,3,0,2,0,0,0,2,4,2,4,2,6,3,5,0,20,8,0,10,2,11,4,0,1
10/18/2020,347,1,31,30,84,90,58,43,21,16,5,0,171,174,2,73,10,56,118,12,78,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,0,6,4,5,5,4,0,13,18,0,14,0,5,10,2,0
10/19/2020,1166,4,32,151,274,251,162,169,96,43,20,0,596,568,2,428,25,199,249,49,216,0,0,0,0,0,3,1,0,0,1,3,0,1,0,2,1,0,0,1,1,1,4,10,3,7,5,0,16,16,0,7,0,13,12,0,0
10/20/2020,1195,5,32,159,308,231,198,141,88,48,22,0,604,590,1,475,35,137,278,41,229,0,0,0,0,2,1,1,1,0,2,3,0,1,0,2,2,0,0,1,3,2,2,3,8,8,5,0,17,15,0,13,1,11,7,0,0
10/21/2020,1180,6,40,116,381,246,175,130,84,32,16,0,612,567,1,402,26,166,281,63,242,0,0,0,0,0,0,0,6,0,4,2,0,2,0,1,2,1,0,2,3,7,3,5,12,6,2,0,17,23,0,14,0,17,9,0,0
10/22/2020,1307,4,50,146,332,308,214,136,92,53,26,0,680,621,6,496,22,179,285,50,275,0,0,1,1,0,0,2,0,0,2,2,0,1,0,1,2,0,0,0,3,5,6,10,6,8,12,0,29,21,0,18,1,17,8,5,1
10/23/2020,1018,4,41,126,252,189,173,134,90,37,16,1,543,468,7,269,25,190,264,41,229,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,1,3,7,1,7,14,6,2,0,21,20,0,14,1,13,12,0,1
10/24/2020,885,5,40,109,224,197,140,105,59,38,13,0,469,416,0,325,20,117,216,39,168,0,0,0,0,0,0,2,3,0,2,3,0,0,0,2,3,0,0,1,6,6,4,3,7,8,5,0,22,18,0,15,2,15,8,0,0
10/25/2020,526,10,25,66,139,125,63,66,39,18,10,0,282,243,1,124,12,83,174,30,103,0,0,0,2,0,4,3,1,0,4,6,0,3,0,5,2,0,0,2,2,3,4,4,6,2,2,0,12,13,0,8,0,10,5,1,1
10/26/2020,1542,8,55,193,405,302,257,181,117,66,21,0,783,755,4,525,44,254,312,67,340,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,3,5,9,10,15,8,0,21,34,0,21,2,13,16,2,1
10/27/2020,1630,4,44,202,455,341,252,179,117,53,31,0,840,785,5,623,37,231,332,93,314,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,3,1,1,4,10,9,8,8,0,30,14,0,11,2,19,10,1,1
10/28/2020,1740,8,59,213,462,403,289,192,110,50,21,0,906,826,8,661,37,236,330,83,393,0,0,0,1,1,4,2,0,0,1,7,0,3,0,3,2,0,0,4,5,7,7,7,9,10,10,0,32,27,0,15,2,25,14,2,1
10/29/2020,1889,4,56,216,544,407,300,194,131,60,37,0,979,907,3,713,56,190,418,100,412,0,0,0,0,0,1,1,2,0,2,2,0,1,0,0,3,0,0,2,3,5,5,5,12,11,13,0,25,31,0,17,1,20,16,2,0
10/30/2020,1873,4,57,233,475,384,289,241,151,65,35,0,953,916,4,685,33,258,348,92,457,0,0,0,0,2,1,1,0,0,2,2,0,0,0,3,1,0,0,2,7,9,5,4,7,10,13,0,25,32,0,15,2,24,12,2,2
10/31/2020,1068,10,49,136,273,223,169,130,86,39,12,0,543,524,1,335,34,138,234,61,266,0,0,1,0,2,1,5,1,0,2,8,0,4,1,2,3,0,0,2,5,2,5,8,13,9,5,0,22,27,0,13,2,20,11,2,1
11/1/2020,734,6,45,77,184,152,114,96,53,36,22,0,394,339,1,179,34,100,204,36,181,0,0,0,0,0,3,1,2,0,3,3,0,2,0,3,1,0,0,2,6,1,4,3,9,11,9,0,20,25,0,19,1,14,7,2,2
11/2/2020,2322,15,57,271,554,507,373,311,187,73,46,0,1189,1124,9,767,50,318,448,102,637,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,1,3,5,9,10,11,11,7,0,24,33,0,12,2,25,15,1,2
11/3/2020,2145,13,63,262,556,450,350,266,153,65,43,0,1091,1050,4,744,60,242,472,99,528,0,0,0,0,2,5,4,2,0,2,11,0,4,0,4,5,0,0,2,8,6,5,9,16,8,9,0,29,34,0,25,4,22,9,1,2
11/4/2020,2515,8,64,303,709,562,366,289,173,84,29,0,1290,1214,11,909,64,346,556,104,536,0,0,0,0,0,1,2,5,0,5,3,0,5,0,1,2,0,0,4,2,3,6,17,12,14,6,0,28,36,0,24,1,22,14,3,0
11/5/2020,2637,6,62,289,763,579,387,313,186,70,50,0,1376,1248,13,957,43,333,499,138,667,0,0,1,0,1,0,0,4,0,3,3,0,1,0,1,3,1,0,1,2,6,5,11,15,12,10,0,24,38,0,13,2,25,15,6,1
11/6/2020,2795,10,74,342,803,573,412,335,217,71,42,0,1479,1310,6,991,75,376,575,143,635,0,0,1,1,2,3,0,3,0,4,6,0,4,0,5,1,0,0,3,6,0,13,21,9,15,7,0,35,39,0,21,3,34,12,3,1
11/7/2020,1571,13,71,181,395,337,266,187,112,54,39,0,825,746,0,577,35,188,330,68,373,0,0,1,1,1,1,3,6,0,9,4,0,2,0,4,7,0,0,1,4,6,9,12,13,8,18,0,40,31,0,23,4,26,16,0,2
11/8/2020,1106,11,72,123,269,237,177,142,87,44,27,0,554,550,2,347,22,168,303,63,203,0,1,0,0,1,3,3,3,0,0,11,0,6,0,4,1,0,0,6,8,0,8,14,12,14,10,0,36,36,0,25,3,28,12,3,1
11/9/2020,3232,14,84,386,833,618,530,430,252,118,65,0,1629,1586,17,1186,68,429,675,142,732,0,0,0,0,1,3,7,3,0,5,9,0,6,0,0,8,0,0,1,1,9,5,11,22,22,13,0,48,36,0,24,3,36,18,0,3
11/10/2020,3360,14,82,397,820,690,548,438,286,126,55,0,1721,1628,11,1218,87,456,658,145,796,0,0,0,1,0,1,7,5,0,10,4,0,3,0,8,3,0,0,0,1,6,10,16,21,20,8,0,36,46,0,26,1,31,17,3,4
11/11/2020,2489,9,85,267,682,515,361,320,211,79,54,0,1306,1173,10,574,67,360,526,138,824,0,0,0,0,1,5,1,2,0,3,6,0,5,0,2,2,0,0,1,7,5,6,10,19,18,19,0,47,38,0,18,2,35,27,2,1
11/12/2020,2932,17,65,330,744,571,495,382,257,114,39,0,1502,1423,7,977,54,406,594,148,753,0,0,0,0,2,6,3,6,0,10,7,0,4,1,6,6,0,0,3,3,5,7,11,17,9,10,0,38,27,0,13,1,27,19,3,2
11/13/2020,2694,20,67,332,649,539,403,344,244,123,60,0,1448,1236,10,931,63,405,500,123,672,0,0,0,0,4,2,6,8,0,8,12,0,7,0,5,8,0,0,1,5,7,3,9,16,17,9,0,28,39,0,23,1,21,19,2,1
11/14/2020,1399,16,53,168,320,277,239,172,126,76,21,0,712,686,1,349,43,190,348,76,393,0,0,0,2,1,5,6,2,0,7,9,0,6,0,7,3,0,0,3,1,4,4,6,11,15,9,0,23,30,0,22,2,14,10,4,1
11/15/2020,833,13,60,86,191,161,137,110,84,35,28,1,443,390,0,221,24,130,226,55,177,0,0,0,0,0,5,4,4,0,7,6,0,7,1,4,1,0,0,2,4,5,8,4,14,12,11,0,38,22,0,19,1,26,12,2,0
11/16/2020,2557,26,92,316,600,485,456,340,203,96,61,0,1324,1222,11,903,56,368,489,123,618,0,0,1,1,4,5,8,7,0,9,17,0,15,2,5,4,0,0,0,10,1,9,11,23,17,21,0,42,50,0,26,5,36,21,4,0
11/17/2020,2464,21,84,266,585,493,390,344,227,104,55,0,1272,1181,11,854,70,357,450,111,622,0,0,0,0,4,10,3,4,0,7,14,0,10,1,6,4,0,0,1,4,9,8,5,26,18,13,0,40,44,0,26,4,39,9,3,3
11/18/2020,2327,17,69,291,567,452,388,295,197,98,39,0,1181,1134,12,753,49,384,443,93,605,0,0,2,0,2,4,3,6,0,9,8,0,8,0,2,7,0,0,1,5,3,7,10,8,18,17,0,35,34,0,19,4,26,17,2,1
11/19/2020,2169,17,67,250,526,458,358,278,187,83,29,0,1114,1041,14,738,42,280,397,106,606,0,0,0,0,0,7,5,5,0,7,10,0,3,1,5,7,1,0,4,4,5,6,8,15,13,12,0,35,32,0,19,3,27,16,1,1
11/20/2020,2302,31,76,329,530,431,371,267,192,109,73,0,1199,1099,4,743,49,336,431,98,645,0,0,0,5,2,7,3,14,0,16,15,0,13,1,10,7,0,0,5,2,3,13,9,17,13,14,0,43,33,0,18,3,36,15,2,2
11/21/2020,1263,18,51,160,294,248,194,161,115,60,31,0,640,622,1,382,46,177,280,69,309,0,0,0,0,3,4,4,7,0,8,10,0,6,2,7,3,0,0,2,4,4,6,3,10,10,12,0,23,28,0,13,3,20,13,1,1
11/22/2020,781,15,62,62,201,159,141,88,76,34,20,0,386,394,1,166,26,120,245,47,177,0,0,0,2,1,4,4,4,0,8,7,0,6,0,3,6,0,0,1,3,7,11,5,15,13,7,0,30,32,0,20,3,24,11,2,2
11/23/2020,2378,19,77,274,544,492,360,351,203,99,55,0,1259,1111,8,852,64,387,422,105,548,0,0,1,1,2,2,5,8,0,11,8,0,8,0,7,4,0,0,2,1,4,8,11,18,10,23,0,39,38,0,21,4,32,15,3,2
11/24/2020,1927,16,80,239,446,365,324,252,163,85,52,1,1018,899,10,597,51,317,347,100,515,0,0,0,1,1,3,8,3,0,2,14,0,3,0,8,5,0,0,2,3,3,5,15,21,11,20,0,38,42,0,23,5,35,14,1,2
11/25/2020,1834,17,69,260,432,354,256,237,165,84,45,1,968,859,7,554,38,301,326,93,522,0,0,1,1,0,3,6,6,0,4,13,0,8,0,4,5,0,0,1,6,3,5,13,16,10,15,0,34,35,0,27,2,19,14,4,3
11/26/2020,264,22,60,22,48,36,39,32,36,31,19,1,133,130,1,49,6,81,41,25,62,0,0,0,1,1,2,9,9,0,11,11,0,10,1,8,3,0,0,1,2,6,6,8,10,17,10,0,31,29,0,24,1,25,8,1,1
11/27/2020,1253,21,81,131,257,220,206,179,138,76,46,0,657,591,5,345,38,214,245,67,344,0,0,0,0,2,4,7,8,0,9,12,0,6,2,10,3,0,0,3,3,2,8,13,15,21,16,0,38,43,0,22,3,34,17,1,4
11/28/2020,1373,17,60,158,326,257,218,200,129,55,30,0,696,673,4,482,40,155,241,56,399,0,0,1,0,4,3,4,5,0,9,8,0,6,0,7,4,0,0,2,1,2,7,8,11,19,10,0,26,34,0,20,2,25,10,3,0
11/29/2020,898,17,55,105,216,192,130,115,77,41,22,0,450,444,4,203,27,147,176,44,301,0,0,0,0,2,5,7,3,0,2,15,0,7,1,8,1,0,0,0,1,9,7,8,10,12,8,0,24,31,0,21,4,16,8,3,3
11/30/2020,2391,22,80,282,558,500,370,319,199,99,64,0,1271,1114,6,821,74,341,410,100,645,0,0,0,2,1,4,10,5,0,10,12,0,6,1,7,7,1,0,3,9,6,4,9,13,20,16,0,43,37,0,22,6,31,20,1,0
12/1/2020,2189,35,88,271,510,426,343,271,200,109,59,0,1167,1015,7,743,61,336,365,89,595,0,0,0,4,5,11,9,6,0,20,15,0,12,1,15,7,0,0,5,4,8,8,10,22,17,14,0,50,38,0,35,1,33,15,3,1
12/2/2020,2050,34,72,215,513,409,304,300,183,76,50,0,1070,975,5,707,67,293,362,80,541,0,1,0,1,6,5,7,14,0,18,16,0,13,3,12,4,2,0,1,3,3,12,8,11,15,19,0,37,35,0,19,1,27,23,2,0
12/3/2020,2073,30,81,235,521,405,319,308,157,80,47,1,1096,973,4,711,56,338,343,96,529,0,0,0,1,3,6,10,10,0,12,18,0,7,3,13,7,0,0,1,1,5,10,13,17,15,19,0,36,45,0,27,4,28,17,3,2
12/4/2020,1854,32,65,240,409,341,306,272,158,85,43,0,937,908,9,589,58,286,311,92,518,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,3,3,7,5,9,14,14,10,0,29,36,0,18,3,31,11,2,0
12/5/2020,1207,11,59,165,271,218,170,185,118,52,28,0,611,594,2,418,31,167,218,49,324,0,0,1,1,1,1,2,5,0,5,6,0,5,0,4,2,0,0,4,4,5,4,5,17,10,10,0,30,29,0,15,3,22,14,5,0
12/6/2020,710,26,53,72,161,128,112,99,72,48,18,0,376,332,2,178,25,128,141,26,212,0,0,0,2,2,3,8,11,0,10,16,0,9,3,6,6,1,1,2,6,3,3,7,9,9,14,0,29,24,0,17,0,23,11,2,0
12/7/2020,2068,34,66,274,472,399,328,285,171,91,48,0,1073,986,9,767,62,343,316,105,475,0,0,0,3,5,3,10,13,0,10,24,0,12,3,10,9,0,0,5,5,6,4,14,13,9,10,0,30,36,0,21,2,31,11,0,1
12/8/2020,2059,34,38,273,459,395,319,301,166,96,50,0,1060,990,9,739,56,277,327,113,547,0,1,2,3,5,6,5,12,0,12,22,0,13,4,11,6,0,0,2,5,3,3,8,8,7,2,0,20,18,0,13,2,14,7,1,1
12/9/2020,1758,28,67,194,432,332,294,220,178,75,33,0,942,806,10,616,52,295,270,81,444,0,1,0,1,2,9,8,7,0,11,17,0,9,1,9,9,0,0,4,5,1,4,11,13,13,16,0,34,33,0,17,4,30,13,3,0
12/10/2020,1702,19,74,226,364,329,281,229,161,64,48,0,902,789,11,638,43,249,275,79,418,0,0,0,1,2,5,3,8,0,4,15,0,8,2,4,5,0,0,4,9,2,5,8,16,14,16,0,42,32,0,19,1,30,19,2,3
12/11/2020,1672,28,67,235,380,312,267,225,136,79,38,0,862,808,2,561,50,272,267,70,452,0,0,0,0,2,7,9,10,0,11,17,0,9,1,10,6,2,0,2,3,6,6,9,10,22,9,0,32,35,0,21,2,23,18,2,1
12/12/2020,913,21,56,110,214,177,135,124,90,45,18,0,467,444,2,288,27,136,216,33,213,0,0,0,0,2,5,5,9,0,10,11,0,3,2,9,7,0,0,1,1,3,7,13,14,12,5,0,26,30,0,12,4,28,10,1,1
12/13/2020,609,22,44,53,130,128,92,84,59,37,26,0,326,282,1,122,29,98,142,36,182,0,1,0,1,2,5,9,4,0,5,17,0,5,1,10,6,0,0,3,4,2,5,4,8,8,10,0,22,22,0,12,2,21,7,2,0
12/14/2020,1461,21,71,159,330,300,213,201,128,81,49,0,766,687,8,387,47,257,251,71,448,0,0,0,0,2,3,10,6,0,13,8,0,11,2,6,2,0,0,6,3,5,5,10,14,14,14,0,30,41,0,19,0,33,16,2,1
12/15/2020,1617,19,48,214,365,269,260,242,157,66,44,0,817,786,14,610,38,242,253,89,385,0,0,0,3,3,6,5,2,0,6,13,0,9,1,4,5,0,0,1,2,3,7,4,11,9,11,0,21,27,0,18,4,15,8,3,0
12/16/2020,1386,25,41,175,323,253,219,205,109,55,47,0,684,693,9,467,36,263,260,60,300,0,0,2,1,0,6,7,9,0,13,12,0,4,1,10,10,0,0,1,4,1,3,12,8,6,6,0,22,19,0,15,0,17,8,1,0
12/17/2020,1350,23,44,169,327,256,198,183,123,50,43,1,710,635,5,528,44,205,226,59,288,0,0,1,1,3,6,2,10,0,8,15,0,9,0,7,7,0,0,0,1,3,3,8,12,8,8,1,16,27,1,14,3,16,9,2,0
12/18/2020,1300,19,41,168,291,250,205,168,120,57,40,1,668,620,12,424,55,229,232,69,291,0,0,0,0,3,2,5,9,0,9,10,0,11,0,4,4,0,0,1,3,3,2,3,13,7,9,0,19,22,0,9,6,19,6,1,0
12/19/2020,853,23,52,96,172,162,160,119,75,40,29,0,449,396,8,271,42,107,178,56,199,0,0,0,0,0,5,7,11,0,10,13,0,8,1,6,8,0,0,2,7,3,2,8,11,7,12,0,31,21,0,16,3,24,8,1,0
12/20/2020,582,29,43,62,140,116,94,70,48,31,21,0,304,277,1,156,32,105,179,23,87,0,0,0,3,3,9,9,5,0,8,21,0,12,1,10,6,0,0,2,7,4,3,5,5,12,5,0,28,15,0,10,1,22,8,2,0
12/21/2020,1465,26,57,173,299,270,272,193,115,84,59,0,734,722,9,444,59,228,289,76,369,0,0,0,1,2,5,8,10,0,14,12,0,9,1,10,6,0,0,1,4,5,3,9,9,12,14,0,28,29,0,11,4,27,13,1,1
12/22/2020,1339,17,40,178,300,251,195,163,151,64,37,0,693,643,3,468,48,187,266,65,305,0,0,0,1,2,2,8,4,0,7,10,0,2,3,8,4,0,0,0,2,1,2,6,9,11,9,0,21,19,0,10,1,20,7,2,0
12/23/2020,1221,21,53,140,289,221,193,166,118,62,32,0,634,581,6,430,49,212,226,55,249,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,0,1,2,3,7,8,17,15,0,23,30,0,10,5,18,18,1,1
12/24/2020,622,21,28,70,129,129,82,85,66,32,29,0,305,312,5,140,19,101,175,36,151,0,0,0,0,0,7,5,9,0,8,13,0,6,2,9,4,0,0,2,0,1,6,3,5,3,8,0,12,16,0,7,1,10,10,0,0
12/25/2020,160,20,38,8,33,24,20,16,21,17,21,0,75,84,1,38,9,43,29,16,25,0,0,1,0,2,6,4,7,0,6,14,0,8,0,4,8,0,0,0,2,4,2,1,8,8,13,0,22,16,0,15,2,15,6,0,0
12/26/2020,958,19,47,94,236,180,155,139,90,41,23,0,509,446,3,346,26,135,205,62,184,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,1,7,2,5,7,10,8,7,0,25,22,0,18,1,19,5,3,1
12/27/2020,614,24,53,49,139,114,84,94,71,37,26,0,327,282,5,147,23,95,188,37,124,0,0,0,1,3,6,4,10,0,11,13,0,4,1,10,9,0,0,0,2,2,3,14,10,11,11,0,22,31,0,12,2,21,14,2,2
12/28/2020,1665,18,51,203,368,359,215,243,171,66,40,0,845,812,8,610,52,247,284,90,382,0,0,0,0,3,2,7,6,0,6,12,0,7,1,4,6,0,0,2,0,0,3,13,9,13,11,0,25,26,0,18,2,16,14,1,0
12/29/2020,1713,21,33,218,389,356,259,222,150,71,48,0,923,789,1,632,48,248,323,88,374,0,0,0,1,2,5,7,6,0,8,13,0,6,0,9,6,0,0,1,2,2,3,2,9,7,7,0,17,16,0,8,1,14,9,1,0
12/30/2020,1447,23,25,191,371,275,198,200,138,52,22,0,762,673,12,480,30,229,274,75,359,0,0,0,4,6,4,5,4,0,5,18,0,13,1,5,3,1,0,1,1,1,1,4,6,4,7,0,9,16,0,10,0,11,4,0,0
12/31/2020,972,22,47,89,250,199,142,120,79,56,37,0,491,476,5,218,29,110,296,56,263,0,0,0,0,2,3,11,6,0,10,12,0,9,0,8,5,0,0,2,1,4,4,8,9,10,9,0,23,24,0,6,1,26,12,2,0
1/1/2021,266,20,41,28,60,49,37,34,19,21,18,0,132,131,3,58,9,48,69,13,69,0,0,1,1,0,6,4,8,0,8,12,0,6,1,6,6,1,0,0,0,7,2,10,3,7,12,0,20,21,0,14,2,16,9,0,0
1/2/2021,1115,21,40,126,277,210,192,147,86,51,26,0,590,523,2,412,28,136,258,65,216,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,0,4,3,3,8,8,5,9,0,16,24,0,11,1,15,10,3,0
1/3/2021,647,20,46,73,180,131,82,73,60,30,18,0,326,320,1,140,35,110,192,30,140,0,0,0,1,0,4,7,8,0,10,10,0,9,2,5,4,0,0,1,4,1,5,2,11,12,10,0,20,26,0,11,3,20,10,1,1
1/4/2021,1877,10,49,229,477,386,304,225,138,72,46,0,987,880,10,645,53,279,381,103,416,0,0,0,0,1,2,3,4,0,4,6,0,5,1,0,4,0,0,2,4,4,2,6,11,7,13,0,23,26,0,14,2,19,12,0,2
1/5/2021,1599,16,45,169,472,298,240,184,133,65,37,1,808,788,3,522,47,237,340,95,358,0,0,0,1,2,3,6,4,0,3,13,0,5,1,5,5,0,0,0,3,1,2,5,10,15,9,0,25,20,0,7,3,18,14,2,1
1/6/2021,1456,13,35,190,416,298,203,155,107,63,24,0,754,694,8,427,53,247,326,84,319,0,0,0,0,2,5,1,5,0,6,7,0,3,2,4,3,1,0,1,2,0,4,6,6,9,7,0,13,22,0,11,1,12,9,0,2
1/7/2021,1383,17,52,166,365,279,188,157,148,50,30,0,678,691,14,429,50,186,347,75,296,0,0,1,0,4,3,6,3,0,6,11,0,7,1,7,2,0,0,0,4,6,2,10,8,10,12,0,24,28,0,11,3,22,16,0,0
1/8/2021,1207,18,26,159,328,216,167,152,109,48,28,0,613,591,3,391,35,215,256,65,245,0,0,1,2,1,4,6,4,0,10,8,0,4,3,7,3,0,1,2,0,3,3,3,7,4,4,0,11,15,0,3,2,14,6,0,1
1/9/2021,780,17,28,97,217,142,101,105,70,34,13,1,406,374,0,243,23,123,167,45,179,0,0,0,1,1,3,3,9,0,7,10,0,4,1,6,6,0,0,0,1,2,3,2,8,7,4,1,15,13,0,10,0,12,6,0,0
1/10/2021,497,17,32,62,122,94,77,65,39,23,15,0,260,232,5,111,20,79,144,30,113,0,0,1,0,1,2,6,7,0,6,11,0,5,1,3,8,0,0,0,4,1,2,4,10,5,6,0,19,13,0,6,3,14,6,2,1
1/11/2021,1354,16,52,187,334,267,212,171,104,47,32,0,691,659,4,441,47,213,276,61,316,0,0,0,0,0,2,5,9,0,6,10,0,5,2,4,5,0,0,2,1,2,4,8,13,9,13,0,22,30,0,12,3,29,7,1,0
